name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Being There,1979,"30,177,511",0,"30,177,511"
Baramgwa hamjje sarajida,2012,0,"30,158,762","30,158,762"
Blown Away,1994,"30,155,037",0,"30,155,037"
When the Game Stands Tall,2014,"30,127,963",0,"30,127,963"
"20,000 Leagues Under the Sea",1954,"28,200,000","1,915,396","30,115,396"
Free Willy 2: The Adventure Home,1995,"30,077,111",0,"30,077,111"
Revenge of the Nerds II: Nerds in Paradise,1987,"30,063,289",0,"30,063,289"
Jay and Silent Bob Strike Back,2001,"30,059,386",0,"30,059,386"
The Getaway,1994,"16,096,000","13,963,000","30,059,000"
Road House,1989,"30,050,028",0,"30,050,028"
Shaun of the Dead,2004,"13,542,874","16,496,518","30,039,392"
Point of No Return,1993,"30,038,362",0,"30,038,362"
Sophie's Choice,1982,"30,036,000",0,"30,036,000"
The Bank Job,2008,"30,028,592",0,"30,028,592"
The Sand Pebbles,1966,"30,017,647",0,"30,017,647"
Hollywood Homicide,2003,"30,013,346",0,"30,013,346"
"I, Tonya",2017,"30,006,215",0,"30,006,215"
Life,2017,"30,001,060",0,"30,001,060"
Rollerball,1975,"30,000,000",0,"30,000,000"
Journey Into Amazing Caves,2001,"30,000,000",0,"30,000,000"
Airport '77,1977,"30,000,000",0,"30,000,000"
Fun with Dick and Jane,1977,"30,000,000",0,"30,000,000"
Night of the Living Dead,1968,"12,000,000","18,000,000","30,000,000"
Jue ji,2016,0,"30,000,000","30,000,000"
Freebie and the Bean,1974,"30,000,000",0,"30,000,000"
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,"30,000,000",0,"30,000,000"
Laws of Attraction,2004,"17,848,322","12,144,910","29,993,232"
Neighbors,1981,"29,916,207",0,"29,916,207"
Green Card,1990,"29,888,235",0,"29,888,235"
Amour,2012,"6,739,492","23,105,261","29,844,753"
Jumpin' Jack Flash,1986,"29,844,101",0,"29,844,101"
Hostiles,2017,"29,819,114",0,"29,819,114"
Serpico,1973,"29,800,000",0,"29,800,000"
Wild Things,1998,"29,753,944",0,"29,753,944"
When the Bough Breaks,2016,"29,740,655",0,"29,740,655"
Battlefield Earth,2000,"21,471,685","8,253,978","29,725,663"
The World According to Garp,1982,"29,712,172",0,"29,712,172"
Mystery Men,1999,"29,655,590",0,"29,655,590"
The Parent Trap,1961,"25,150,385","4,500,000","29,650,385"
The Hate U Give,2018,"29,643,687",0,"29,643,687"
Cirque du Soleil: Worlds Away,2012,"12,512,862","17,100,000","29,612,862"
An American Haunting,2005,"16,298,046","13,314,091","29,612,137"
Never Cry Wolf,1983,"29,600,000",0,"29,600,000"
Dance Flick,2009,"25,662,155","3,900,000","29,562,155"
Tora! Tora! Tora!,1970,"29,548,291",0,"29,548,291"
In the Valley of Elah,2007,"6,777,741","22,749,552","29,527,293"
The Fog,2005,"29,511,112",0,"29,511,112"
Twilight Zone: The Movie,1983,"29,500,000",0,"29,500,000"
Luther,2003,"5,791,328","23,684,104","29,475,432"
Samson and Delilah,1949,"28,800,000","670,957","29,470,957"
A Walk in the Woods,2015,"29,467,855",0,"29,467,855"
W.,2008/I,"25,534,493","3,899,936","29,434,429"
The Pledge,2001/I,"19,719,930","9,699,361","29,419,291"
Major Payne,1995,"29,412,050",0,"29,412,050"
The Evil Dead,1981,"2,400,000","27,000,000","29,400,000"
A Low Down Dirty Shame,1994,"29,392,418",0,"29,392,418"
Across the Universe,2007,"24,343,673","5,023,470","29,367,143"
The Frighteners,1996,"16,759,216","12,600,000","29,359,216"
Mr. Holmes,2015,"17,737,646","11,617,557","29,355,203"
Easy Money,1983,"29,309,766",0,"29,309,766"
Shoot to Kill,1988,"29,300,090",0,"29,300,090"
Legenda No. 17,2013,0,"29,295,378","29,295,378"
Romy and Michele's High School Reunion,1997,"29,205,077",0,"29,205,077"
Child's Play,2019,"29,201,389",0,"29,201,389"
The Rose,1979,"29,200,000",0,"29,200,000"
Raising Arizona,1987,"22,847,564","6,332,716","29,180,280"
The Last Picture Show,1971,"29,133,000",0,"29,133,000"
The Object of My Affection,1998,"29,106,737",0,"29,106,737"
Snake Eyes: G.I. Joe Origins,2021,"28,264,325","809,434","29,073,759"
The Stepfather,2009,"29,062,561",0,"29,062,561"
Antitrust,2001,"11,190,372","17,833,000","29,023,372"
Madonna: Truth or Dare,1991,"15,012,935","14,000,000","29,012,935"
3 Ninjas,1992,"29,000,301",0,"29,000,301"
The New Guy,2002,"28,972,187",0,"28,972,187"
Ae Dil Hai Mushkil,2016,"4,255,199","24,711,407","28,966,606"
Chimpanzee,2012,"28,965,459",0,"28,965,459"
James and the Giant Peach,1996,"28,934,758",0,"28,934,758"
The Watcher,2000/I,"28,927,720",0,"28,927,720"
The Guns of Navarone,1961,"28,900,000",0,"28,900,000"
The Dream Team,1989,"28,890,240",0,"28,890,240"
Mr. Magoo,1997,"21,382,456","7,500,000","28,882,456"
The Player,1992,"21,706,100","7,170,601","28,876,701"
In the Army Now,1994,"28,864,707",0,"28,864,707"
L.A. Story,1991,"28,862,081",0,"28,862,081"
East Is East,1999,"4,170,647","24,688,214","28,858,861"
Draft Day,2014/I,"28,842,237",0,"28,842,237"
Baby Boy,2001,"28,734,552","60,591","28,795,143"
Ging chaat goo si 4: Ji gaan daan yam mo,1996,"15,318,863","13,469,364","28,788,227"
Molly's Game,2017,"28,780,744",0,"28,780,744"
Capote,2005,"28,747,570",0,"28,747,570"
Deceived,1991,"28,738,096",0,"28,738,096"
The Last Starfighter,1984,"28,733,290",0,"28,733,290"
Drop Zone,1994,"28,720,380",0,"28,720,380"
L: Change the World,2008,0,"28,719,534","28,719,534"
Ready or Not,2019,"28,714,231",0,"28,714,231"
Starman,1984,"28,700,000",0,"28,700,000"
Untraceable,2008,"28,687,835",0,"28,687,835"
Friday,1995,"27,900,000","748,354","28,648,354"
Flatliners,2017,"16,877,430","11,752,567","28,629,997"
Carnal Knowledge,1971,"28,623,900",0,"28,623,900"
Hoosiers,1986,"28,607,524",0,"28,607,524"
Final Analysis,1992,"28,590,665",0,"28,590,665"
The Uninvited,2009,"28,573,173",0,"28,573,173"
Swimfan,2002,"28,563,926",0,"28,563,926"
21 Bridges,2019,"28,539,757",0,"28,539,757"
The Out-of-Towners,1999,"28,535,768",0,"28,535,768"
Mr. Brooks,2007,"28,476,219",0,"28,476,219"
House Calls,1978,"28,460,702",0,"28,460,702"
Employee of the Month,2006,"28,435,406",0,"28,435,406"
Dirty Mary Crazy Larry,1974,"28,401,735",0,"28,401,735"
The Crocodile Hunter: Collision Course,2002,"28,399,192",0,"28,399,192"
A Man for All Seasons,1966,"28,350,000",0,"28,350,000"
Class Action,1991,"24,277,858","4,000,060","28,277,918"
Taxi Driver,1976,"28,262,574",0,"28,262,574"
The Master,2012,"16,377,274","11,880,786","28,258,060"
Our Man Flint,1966,"16,000,000","12,231,000","28,231,000"
The Cheap Detective,1978,"28,221,552",0,"28,221,552"
Victor Victoria,1982,"28,215,453",0,"28,215,453"
Ernest Saves Christmas,1988,"28,202,109",0,"28,202,109"
The Prince & Me,2004,"28,165,882",0,"28,165,882"
Dirty Harry,1971,"28,153,434",0,"28,153,434"
The Girl in the Spider's Web: A New Dragon Tattoo Story,2018,"14,828,555","13,299,999","28,128,554"
Cannonball Run II,1984,"28,100,000",0,"28,100,000"
That Darn Cat!,1965,"28,062,222",0,"28,062,222"
Police Academy 4: Citizens on Patrol,1987,"28,061,343",0,"28,061,343"
Happy Death Day 2U,2019,"28,051,045",0,"28,051,045"
Poketto monsutâ: Serebî - Toki wo koeta deai,2001,"1,732,301","26,296,116","28,028,417"
Grosse Pointe Blank,1997,"28,014,536",0,"28,014,536"
The Tailor of Panama,2001,"13,729,742","14,278,720","28,008,462"
Slap Shot,1977,"28,000,000",0,"28,000,000"
Herbie Goes to Monte Carlo,1977,"28,000,000",0,"28,000,000"
Mandela: Long Walk to Freedom,2013,"8,324,748","19,661,785","27,986,533"
Loaded Weapon 1,1993,"27,979,400",0,"27,979,400"
Out to Sea,1997,"27,974,168",0,"27,974,168"
The Hindenburg,1975,"27,945,225",0,"27,945,225"
Menace II Society,1993,"27,900,000",0,"27,900,000"
In the Heights,2021,"27,873,000",0,"27,873,000"
Crank,2006,"27,829,874",0,"27,829,874"
Soul Man,1986,"27,820,000",0,"27,820,000"
The Other Sister,1999,"27,797,271",0,"27,797,271"
Teachers,1984,"27,774,237",0,"27,774,237"
Wolf Creek,2005,"16,188,180","11,574,468","27,762,648"
The Switch,2010/I,"27,758,465",0,"27,758,465"
The Big Lebowski,1998,"17,451,873","10,300,000","27,751,873"
Sinister 2,2015,"27,736,779",0,"27,736,779"
Internal Affairs,1990,"27,734,391",0,"27,734,391"
Wonder Boys,2000,"19,389,454","8,312,406","27,701,860"
Jag är nyfiken - en film i gult,1967,"20,238,100","7,461,900","27,700,000"
Dirty Dancing: Havana Nights,2004,"14,161,590","13,523,426","27,685,016"
Love & Basketball,2000,"27,441,122","237,180","27,678,302"
Saw VI,2009,"27,669,413",0,"27,669,413"
Cadillac Man,1990,"27,627,310",0,"27,627,310"
Appaloosa,2008,"20,211,394","7,400,000","27,611,394"
The Last Castle,2001,"18,208,078","9,398,647","27,606,725"
Carnage,2011,"2,547,047","25,056,022","27,603,069"
The Deep End of the Ocean,1999,"13,376,506","14,222,451","27,598,957"
Do the Right Thing,1989,"27,545,445",0,"27,545,445"
Poetic Justice,1993,"27,515,786",0,"27,515,786"
Ingrid Goes West,2017,"3,024,308","24,491,412","27,515,720"
My Life,1993,"27,484,464",0,"27,484,464"
Wrath of Man,2021,"27,466,489",0,"27,466,489"
The Brothers,2001,"27,457,409",0,"27,457,409"
Victory,1981,"10,853,418","16,600,000","27,453,418"
The Thing,1982,"19,629,760","7,821,228","27,450,988"
Memphis Belle,1990,"27,441,977",0,"27,441,977"
The Thing,2011/I,"16,928,670","10,500,000","27,428,670"
Midsommar,2019,"27,426,363",0,"27,426,363"
The Young Victoria,2009,"11,001,272","16,408,617","27,409,889"
Now and Then,1995,"27,400,000",0,"27,400,000"
Desperately Seeking Susan,1985,"27,400,000",0,"27,400,000"
Ella Enchanted,2004,"22,918,387","4,470,380","27,388,767"
Florence Foster Jenkins,2016,"27,383,770",0,"27,383,770"
The Muppet Christmas Carol,1992,"27,379,507",0,"27,379,507"
Baby's Day Out,1994,"16,671,505","10,700,000","27,371,505"
Brown Sugar,2002,"27,362,712",0,"27,362,712"
Someone Like You...,2001,"27,338,033",0,"27,338,033"
Nurse Betty,2000,"25,167,270","2,133,268","27,300,538"
The Last Mimzy,2007,"21,471,047","5,826,403","27,297,450"
No Escape,2015/I,"27,285,953",0,"27,285,953"
High Fidelity,2000,"27,277,055",0,"27,277,055"
Nobody,2021,"27,268,035",0,"27,268,035"
Hell or High Water,2016/II,"27,007,844","257,725","27,265,569"
Brahmastra Part One: Shiva,2022,"7,774,734","19,500,000","27,274,734"
Amazing Grace,2006,"21,208,358","6,005,028","27,213,386"
Dark City,1998,"14,378,331","12,821,985","27,200,316"
A Passage to India,1984,"27,187,653",0,"27,187,653"
Khumba,2013,"1,029","27,186,346","27,187,375"
Cats,2019,"27,166,770",0,"27,166,770"
Brooklyn's Finest,2009,"27,154,426",0,"27,154,426"
Airplane II: The Sequel,1982,"27,150,534",0,"27,150,534"
The Eagle,2011,"19,490,041","7,631,999","27,122,040"
The Jazz Singer,1980,"27,118,000",0,"27,118,000"
Flash Gordon,1980,"27,107,960",0,"27,107,960"
All Dogs Go to Heaven,1989,"27,100,027",0,"27,100,027"
Fast Times at Ridgemont High,1982,"27,092,880",0,"27,092,880"
Joe Dirt,2001,"27,087,695",0,"27,087,695"
Majo no takkyûbin,1989,0,"27,081,851","27,081,851"
The Story of Us,1999,"27,067,160",0,"27,067,160"
The Musketeer,2001,"27,053,815",0,"27,053,815"
Guarding Tess,1994,"27,053,498",0,"27,053,498"
The Big Hit,1998,"27,052,167",0,"27,052,167"
Home Again,2017,"27,020,284",0,"27,020,284"
The Missing,2003/I,"27,011,180",0,"27,011,180"
Paulie,1998,"27,008,669",0,"27,008,669"
Terminal Velocity,1994,"16,478,900","10,500,000","26,978,900"
Judwaa 2,2017,"1,431,255","25,510,872","26,942,127"
Spy Hard,1996,"26,906,039",0,"26,906,039"
That's Entertainment!,1974,"26,890,200",0,"26,890,200"
One Missed Call,2008,"26,876,529",0,"26,876,529"
Stick It,2006,"26,870,825",0,"26,870,825"
Going in Style,1979,"26,869,286",0,"26,869,286"
Burnt,2015/I,"13,651,946","13,213,953","26,865,899"
Gekijô-ban poketto monsutâ: Adobansu jenerêshon pokemon renjâ to umi no ôji manafi,2006,0,"26,851,324","26,851,324"
Glory,1989,"26,830,000",0,"26,830,000"
Ricki and the Flash,2015,"26,822,144",0,"26,822,144"
All the Money in the World,2017,"25,106,325","1,700,000","26,806,325"
Species II,1998,"19,165,560","7,600,000","26,765,560"
The Best of Me,2014,"26,761,283",0,"26,761,283"
Bio-Dome,1996,"26,757,000",0,"26,757,000"
Overboard,1987,"26,713,187",0,"26,713,187"
Baby Boom,1987,"26,712,476",0,"26,712,476"
Prizzi's Honor,1985,"26,700,000",0,"26,700,000"
Sayonara,1957,"26,300,000","390,395","26,690,395"
"Uchiage hanabi, shita kara miru ka? Yoko kara miru ka?",2017,"525,280","26,105,422","26,630,702"
El Cid,1961,"26,620,000",0,"26,620,000"
Heisei tanuki gassen ponpoko,1994,0,"26,611,770","26,611,770"
A Clockwork Orange,1971,"26,589,355",0,"26,589,355"
Absolutely Fabulous: The Movie,2016,"4,750,497","21,829,499","26,579,996"
A Cure for Wellness,2016,"8,106,986","18,452,571","26,559,557"
Harriet the Spy,1996,"26,539,321",0,"26,539,321"
The Born Losers,1967,"26,535,973",0,"26,535,973"
The Great Gatsby,1974,"26,533,200",0,"26,533,200"
Demetrius and the Gladiators,1954,"26,000,000","529,698","26,529,698"
Bulworth,1998,"26,528,684",0,"26,528,684"
Jab Tak Hai Jaan,2012,"3,047,539","23,477,141","26,524,680"
Mongol,2007,"5,701,643","20,821,749","26,523,392"
The Painted Veil,2006,"8,060,487","18,462,351","26,522,838"
Damien: Omen II,1978,"26,518,355",0,"26,518,355"
American Underdog,2021,"26,514,814",0,"26,514,814"
A Nightmare on Elm Street,1984,"26,505,000",0,"26,505,000"
The Woman in Black 2: Angel of Death,2014,"26,496,583",0,"26,496,583"
First Kid,1996,"26,459,681",0,"26,459,681"
Downsizing,2017,"24,449,754","2,000,000","26,449,754"
Run All Night,2015,"26,442,251",0,"26,442,251"
Fantasy Island,2020,"26,441,782",0,"26,441,782"
Dark Skies,2013,"17,418,667","9,000,000","26,418,667"
Street Kings,2008,"26,415,649",0,"26,415,649"
Ben-Hur,2016,"26,410,477",0,"26,410,477"
The Art of Racing in the Rain,2019,"26,402,818",0,"26,402,818"
House Party,1990,"26,386,000",0,"26,386,000"
I.Q.,1994,"26,372,663",0,"26,372,663"
Ogniem i mieczem,1999,0,"26,366,071","26,366,071"
Houseguest,1995,"26,325,256",0,"26,325,256"
A Walk Among the Tombstones,2014,"26,307,600",0,"26,307,600"
Love the Coopers,2015,"26,302,731",0,"26,302,731"
Protocol,1984,"26,300,000",0,"26,300,000"
Wildcats,1986,"26,285,544",0,"26,285,544"
Private Lessons,1981,"26,279,000",0,"26,279,000"
Necessary Roughness,1991,"26,255,594",0,"26,255,594"
Micki + Maude,1984,"26,200,000",0,"26,200,000"
Blood Work,2002,"26,199,517",0,"26,199,517"
Ramona and Beezus,2010,"26,161,406",0,"26,161,406"
Cinerama Holiday,1955,"26,160,000",0,"26,160,000"
Modern Problems,1981,"26,154,211",0,"26,154,211"
Les couloirs du temps: Les visiteurs II,1998,"146,072","26,000,000","26,146,072"
Jacob's Ladder,1990/I,"26,118,851",0,"26,118,851"
North Dallas Forty,1979,"26,079,312",0,"26,079,312"
That Awkward Moment,2014,"26,049,082",0,"26,049,082"
Some Like It Hot,1959,"25,000,000","1,039,935","26,039,935"
The Snowman,2017,"6,670,765","19,351,450","26,022,215"
Searching,2018,"26,015,149",0,"26,015,149"
The Elephant Man,1980,"26,010,864",0,"26,010,864"
The Adventures of Rocky & Bullwinkle,2000,"26,000,610",0,"26,000,610"
Blues Brothers 2000,1998,"13,979,599","12,020,401","26,000,000"
Kagemusha,1980,0,"26,000,000","26,000,000"
Extreme,1999,"12,475,172","13,500,000","25,975,172"
Howards End,1992,"25,967,000",0,"25,967,000"
Erinnerungen an die Zukunft,1970,"25,948,300",0,"25,948,300"
Freaky Friday,1976,"25,942,000",0,"25,942,000"
Against All Odds,1984,"25,100,000","834,662","25,934,662"
The Cotton Club,1984,"25,928,721",0,"25,928,721"
The Nanny Diaries,2007,"25,925,170",0,"25,925,170"
Contratiempo,2016,0,"25,919,310","25,919,310"
Leap Year,2010,"25,918,920",0,"25,918,920"
"Yours, Mine and Ours",1968,"25,912,624",0,"25,912,624"
The Light Between Oceans,2016,"12,545,979","13,359,285","25,905,264"
Cry Freedom,1987,"5,899,797","20,000,000","25,899,797"
Innerspace,1987,"25,893,810",0,"25,893,810"
Cactus Flower,1969,"25,889,208",0,"25,889,208"
Thrill Ride: The Science of Fun,1997,"25,887,577",0,"25,887,577"
Æon Flux,2005,"25,857,987",0,"25,857,987"
Rollerball,2002,"18,990,798","6,861,966","25,852,764"
Shadowlands,1993,"25,842,000",0,"25,842,000"
Murder at 1600,1997,"25,826,788",0,"25,826,788"
The Alamo,2004,"22,414,961","3,405,000","25,819,961"
Everyone Says I Love You,1996,"9,714,482","16,104,765","25,819,247"
Betrayed,1988,"25,816,139",0,"25,816,139"
De rouille et d'os,2012,"2,061,449","23,746,263","25,807,712"
The Lazarus Effect,2015,"25,799,043",0,"25,799,043"
Candyman,1992,"25,792,310",0,"25,792,310"
Only When I Laugh,1981,"25,782,304",0,"25,782,304"
The Last Dragon,1985,"25,754,284",0,"25,754,284"
RocknRolla,2008,"5,694,401","20,044,614","25,739,015"
Other People's Money,1991,"25,682,090",0,"25,682,090"
Jackie,2016/V,"13,958,679","11,692,444","25,651,123"
Mr. Woodcock,2007,"25,628,629",0,"25,628,629"
Agnes of God,1985,"25,627,836",0,"25,627,836"
Cidade de Deus,2002,"7,563,397","18,062,482","25,625,879"
Desperado,1995,"25,625,110",0,"25,625,110"
Countdown,2019,"25,621,766",0,"25,621,766"
Born to Be Wild,2011,"25,609,057",0,"25,609,057"
Can't Hardly Wait,1998,"25,605,015",0,"25,605,015"
Peyton Place,1957,"25,600,000",0,"25,600,000"
The Outsiders,1983,"25,600,000",0,"25,600,000"
The Mist,2007,"25,593,755",0,"25,593,755"
Billy Madison,1995,"25,588,750",0,"25,588,750"
Run Fatboy Run,2007,"5,998,971","19,585,967","25,584,938"
Jonah: A VeggieTales Movie,2002,"25,581,229",0,"25,581,229"
Bugs!,2003,"19,063,544","6,492,000","25,555,544"
Funny Farm,1988,"25,537,221",0,"25,537,221"
The Muppets Take Manhattan,1984,"25,534,703",0,"25,534,703"
Halloween II,1981,"25,533,818",0,"25,533,818"
Fallen,1998,"25,493,642",0,"25,493,642"
All About the Benjamins,2002,"25,482,931",0,"25,482,931"
Mimic,1997,"25,480,490",0,"25,480,490"
"Mon père, ce héros.",1991,"25,480,000",0,"25,480,000"
My Father the Hero,1994,"25,479,558",0,"25,479,558"
Cat on a Hot Tin Roof,1958,"17,570,324","7,902,500","25,472,824"
The Fourth Kind,2009,"25,464,480",0,"25,464,480"
The International,2009/I,"25,450,527",0,"25,450,527"
Tin Men,1987,"25,411,386",0,"25,411,386"
The Hitcher,2007,"16,472,961","8,920,085","25,393,046"
The Crow: City of Angels,1996,"17,883,659","7,500,000","25,383,659"
The Absent Minded Professor,1961,"25,381,407",0,"25,381,407"
In Love and War,1996,"14,481,231","10,891,063","25,372,294"
A Haunted House 2,2014,"17,329,487","8,010,714","25,340,201"
The Great Race,1965,"25,333,333",0,"25,333,333"
Heartburn,1986,"25,314,289",0,"25,314,289"
The Last Legion,2007,"5,932,060","19,370,978","25,303,038"
The Woman in Red,1984,"25,300,000",0,"25,300,000"
Dream House,2011,"21,298,015","4,000,000","25,298,015"
Top Five,2014,"25,277,561",0,"25,277,561"
Jersey Girl,2004,"25,266,129",0,"25,266,129"
Irma la Douce,1963,"25,246,588",0,"25,246,588"
Escape from New York,1981,"25,244,700",0,"25,244,700"
Hotaru no haka,1988,0,"25,220,794","25,220,794"
Black Widow,1987,"25,205,460",0,"25,205,460"
Don't Tell Mom the Babysitter's Dead,1991,"25,196,249",0,"25,196,249"
Twisted,2004/I,"25,195,050",0,"25,195,050"
Mr. Turner,2014,"3,958,546","21,228,480","25,187,026"
Kaguyahime no monogatari,2013,"1,506,975","23,663,424","25,170,399"
Biutiful,2010,"5,101,237","20,046,549","25,147,786"
The Morning After,1986,"25,147,055",0,"25,147,055"
The VVitch: A New-England Folktale,2015,"25,138,292",0,"25,138,292"
De l'autre côté du périph,2012,"8,689","25,100,000","25,108,689"
The Cutting Edge,1992,"25,105,517",0,"25,105,517"
Problem Child 2,1991,"25,104,700",0,"25,104,700"
Moscow on the Hudson,1984,"25,100,000",0,"25,100,000"
"Il buono, il brutto, il cattivo",1966,"25,100,000",0,"25,100,000"
Only the Lonely,1991,"21,830,957","3,261,845","25,092,802"
Winchester,2018,"25,091,816",0,"25,091,816"
Midnight in the Garden of Good and Evil,1997,"25,078,937",0,"25,078,937"
Alpha and Omega,2010,"25,077,977",0,"25,077,977"
Navy Seals,1990,"25,069,101",0,"25,069,101"
Brightburn,2019,"17,259,427","7,800,000","25,059,427"
The Wood,1999,"25,047,631",0,"25,047,631"
Getting Even with Dad,1994,"18,438,164","6,600,000","25,038,164"
Mommie Dearest,1981,"19,032,261","6,000,000","25,032,261"
Grindhouse,2007,"25,031,037",0,"25,031,037"
Ernest Goes to Jail,1990,"25,029,569",0,"25,029,569"
Cocoon: The Return,1988,"18,924,919","6,100,000","25,024,919"
Little Man Tate,1991,"25,010,896",0,"25,010,896"
The Stewardesses,1969,"13,500,000","11,500,000","25,000,000"
Logan's Run,1976,"25,000,000",0,"25,000,000"
The Hills Have Eyes,1977,"25,000,000",0,"25,000,000"
King of Kings,1961,"14,483,352","10,516,648","25,000,000"
Altered States,1980,"25,000,000",0,"25,000,000"
The Apartment,1960,"18,600,000","6,400,000","25,000,000"
Thunderbolt and Lightfoot,1974,"25,000,000",0,"25,000,000"
Vertigo,1958,"15,000,000","10,000,000","25,000,000"
A Farewell to Arms,1957,"11,000,000","14,000,000","25,000,000"
Imitation of Life,1959,"13,990,819","11,009,181","25,000,000"
Billy Lynn's Long Halftime Walk,2016,"1,736,708","23,250,097","24,986,805"
The November Man,2014,"24,984,868",0,"24,984,868"
Born in China,2016,"13,873,211","11,101,929","24,975,140"
New in Town,2009,"16,734,283","8,236,330","24,970,613"
Live by Night,2016,"10,378,555","14,570,880","24,949,435"
Invasion of the Body Snatchers,1978,"24,946,533",0,"24,946,533"
Jury Duty,1995,"17,041,653","7,900,000","24,941,653"
Fright Night,1985,"24,922,237",0,"24,922,237"
Catch-22,1970,"24,911,670",0,"24,911,670"
The Human Stain,2003,"5,381,227","19,482,577","24,863,804"
Your Highness,2011,"21,596,445","3,260,033","24,856,478"
Never Back Down,2008,"24,850,922",0,"24,850,922"
Quiz Show,1994,"24,822,619",0,"24,822,619"
Our Idiot Brother,2011,"24,814,830",0,"24,814,830"
Boys and Girls,2000,"20,738,784","4,050,963","24,789,747"
Nebraska,2013,"17,654,912","7,118,648","24,773,560"
The Man Without a Face,1993,"24,760,338",0,"24,760,338"
Seed of Chucky,2004,"17,083,732","7,658,245","24,741,977"
"Sex, Lies, and Videotape",1989,"24,741,700",0,"24,741,700"
Ivanhoe,1952,"13,642,440","11,087,480","24,729,920"
Monster Hunter,2020,"15,104,790","9,622,060","24,726,850"
Big Miracle,2012,"20,122,460","4,600,000","24,722,460"
On the Basis of Sex,2018,"24,704,837","6,760","24,711,597"
Lottery Ticket,2010/I,"24,708,699",0,"24,708,699"
Ghost Dad,1990,"24,707,633",0,"24,707,633"
Operation Dumbo Drop,1995,"24,700,000",0,"24,700,000"
The Shipping News,2001,"11,434,216","13,256,225","24,690,441"
Summer Rental,1985,"24,689,703",0,"24,689,703"
Mirai no Mirai,2018,"812,794","23,870,307","24,683,101"
Punch-Drunk Love,2002,"17,844,216","6,821,433","24,665,649"
The Other Side of Midnight,1977,"24,652,021",0,"24,652,021"
FernGully: The Last Rainforest,1992,"24,650,296",0,"24,650,296"
Air Bud,1997,"24,629,916",0,"24,629,916"
Huo yuanjia,2006,"24,623,719",0,"24,623,719"
Les infidèles,2012,"9,552","24,600,000","24,609,552"
Mad Max 2,1981,"24,600,832",0,"24,600,832"
Gojira ni-sen mireniamu,1999,"10,037,390","14,485,501","24,522,891"
Fly Away Home,1996,"24,506,082",0,"24,506,082"
Middle Men,2009,"723,714","23,769,891","24,493,605"
Corky Romano,2001,"23,978,402","512,000","24,490,402"
Jesus Christ Superstar,1973,"24,477,615",0,"24,477,615"
Sling Blade,1996,"24,475,416",0,"24,475,416"
The Emerald Forest,1985,"24,468,550",0,"24,468,550"
