name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Dodookdeul,2012,"685,839","86,440,528","87,126,367"
About Time,2013/I,"15,322,921","71,777,528","87,100,449"
Old School,2003,"75,585,093","11,470,256","87,055,349"
El laberinto del fauno,2006,"37,634,615","49,406,954","87,041,569"
Star Trek III: The Search for Spock,1984,"76,471,046","10,528,954","87,000,000"
The Naked Gun 2½: The Smell of Fear,1991,"86,930,411",0,"86,930,411"
Xiao shi dai 3: Ci jin shi dai,2014,0,"86,900,000","86,900,000"
Epic Movie,2007,"39,739,367","47,126,197","86,865,564"
Dinner for Schmucks,2010,"73,026,337","13,829,402","86,855,739"
Océans,2009,"19,422,319","67,365,211","86,787,530"
Snowpiercer,2013,"4,563,650","82,195,262","86,758,912"
The Kingdom,2007,"47,536,778","39,121,780","86,658,558"
Abduction,2011/I,"28,087,155","58,561,204","86,648,359"
Crawl,2019,"39,014,193","47,600,000","86,614,193"
A Million Ways to Die in the West,2014,"43,139,300","43,374,063","86,513,363"
Tears of the Sun,2003,"43,734,876","42,733,286","86,468,162"
The Amityville Horror,1979,"86,432,520",0,"86,432,520"
Sky High,2005,"63,946,815","22,423,000","86,369,815"
Young Frankenstein,1974,"86,300,000",0,"86,300,000"
Pain & Gain,2013,"49,875,291","36,300,000","86,175,291"
Step Up All In,2014,"14,904,384","71,261,262","86,165,646"
Cruella,2021,"86,103,234",0,"86,103,234"
Edward Scissorhands,1990,"56,362,352","29,661,653","86,024,005"
MASH,1970,"81,600,000","4,336,222","85,936,222"
Geostorm,2017,"33,700,160","52,100,000","85,800,160"
Alita: Battle Angel,2019,"85,710,210",0,"85,710,210"
Volver,2006/I,"12,899,867","72,685,280","85,585,147"
Spy Kids: All the Time in the World in 4D,2011,"38,538,188","47,026,122","85,564,310"
Paper Towns,2015,"32,000,304","53,511,996","85,512,300"
Rat Race,2001,"56,618,055","28,880,479","85,498,534"
The Possession,2012/I,"49,130,154","36,315,921","85,446,075"
Max Payne,2008,"40,689,393","44,727,512","85,416,905"
Power Rangers,2017,"85,364,450",0,"85,364,450"
Odoru daisousasen the movie 3: Yatsura o kaihou seyo!,2010,0,"85,346,833","85,346,833"
Pinocchio,1940,"84,254,167","1,068,200","85,322,367"
Cocoon,1985,"76,113,124","9,200,000","85,313,124"
Stripes,1981,"85,297,000",0,"85,297,000"
Neighbors 2: Sorority Rising,2016,"55,291,815","30,000,000","85,291,815"
Did You Hear About the Morgans?,2009,"29,580,087","55,700,163","85,280,250"
Our Times,2015,"847,020","84,412,902","85,259,922"
Final Fantasy: The Spirits Within,2001,"32,131,830","53,000,000","85,131,830"
Green Book,2018,"85,080,171",0,"85,080,171"
Kiss the Girls,1997,"60,527,873","24,500,000","85,027,873"
7-beon-bang-ui seon-mul,2013,0,"85,000,227","85,000,227"
Cinderella,1950,"85,000,000",0,"85,000,000"
Jackass Number Two,2006,"72,778,712","12,221,288","85,000,000"
Das Boot,1981,"11,487,676","73,482,661","84,970,337"
Sicario,2015,"46,889,293","37,983,151","84,872,444"
Date Movie,2006,"48,548,426","36,247,230","84,795,656"
Carrie,2013,"35,266,619","49,524,059","84,790,678"
Zodiac,2007,"33,080,084","51,705,830","84,785,914"
The Animal,2001,"57,743,062","27,029,680","84,772,742"
Robin Hood,2018,"30,824,628","53,922,813","84,747,441"
The Matrix Resurrections,2021,"37,686,805","47,000,000","84,686,805"
Meet the Spartans,2008,"38,233,676","46,413,155","84,646,831"
J. Edgar,2011,"37,306,030","47,300,000","84,606,030"
Never Been Kissed,1999,"55,474,756","29,090,474","84,565,230"
Beetlejuice,1988,"73,707,461","10,846,736","84,554,197"
Almost Christmas,2016,"42,065,185","42,487,325","84,552,510"
An American Tail,1986,"47,483,002","37,059,000","84,542,002"
The Land Before Time,1988,"48,092,846","36,368,000","84,460,846"
Field of Dreams,1989,"64,431,625","20,000,000","84,431,625"
The Judge,2014,"47,119,388","37,300,000","84,419,388"
What to Expect When You're Expecting,2012,"41,152,203","43,231,799","84,384,002"
Nights in Rodanthe,2008,"41,850,659","42,524,402","84,375,061"
The Grey,2011,"51,580,236","32,759,560","84,339,796"
Les bronzés 3: amis pour la vie,2006,0,"84,152,064","84,152,064"
Premonition,2007/I,"47,852,604","36,294,228","84,146,832"
Bei Jing yu shang Xi Ya Tu,2013,"6,945","84,105,088","84,112,033"
I Still Know What You Did Last Summer,1998,"40,002,112","44,000,000","84,002,112"
Odoru daisosasen,1998,0,"84,000,000","84,000,000"
Les choristes,2004,"3,635,164","79,945,006","83,580,170"
Snatch,2000,"30,328,156","53,229,716","83,557,872"
I Can Only Imagine,2018,"83,482,352",0,"83,482,352"
Apocalypse Now,1979,"83,471,511",0,"83,471,511"
Assassins,1995,"30,306,268","53,000,000","83,306,268"
In & Out,1997,"63,856,929","19,400,000","83,256,929"
Smallfoot,2018,"83,240,103",0,"83,240,103"
Piranha 3D,2010,"25,003,155","58,185,010","83,188,165"
Hall Pass,2011,"45,060,734","38,100,000","83,160,734"
Dead Man Walking,1995,"39,387,284","43,701,011","83,088,295"
In Her Shoes,2005,"32,880,591","50,193,292","83,073,883"
Savages,2012,"47,382,068","35,584,084","82,966,152"
Eien no 0,2013,0,"82,879,386","82,879,386"
Yi bu zhi yao,2014,0,"82,860,000","82,860,000"
Edge of Darkness,2010,"43,313,890","39,498,566","82,812,456"
Firewall,2006,"48,751,189","34,000,000","82,751,189"
28 Days Later...,2002,"45,064,915","37,654,970","82,719,885"
"Big Mommas: Like Father, Like Son",2011,"37,915,414","44,770,652","82,686,066"
Act of Valor,2012,"70,012,847","12,484,188","82,497,035"
The Constant Gardener,2005,"33,579,797","48,886,873","82,466,670"
The Strangers,2008,"52,597,610","29,793,535","82,391,145"
Hitman: Agent 47,2015,"22,467,450","59,880,206","82,347,656"
Men of Honor,2000,"48,818,921","33,524,574","82,343,495"
Dying Young,1991,"33,669,178","48,595,497","82,264,675"
Hannibal Rising,2007,"27,670,986","54,498,898","82,169,884"
Elizabeth,1998,"30,082,699","52,067,943","82,150,642"
Reign of Fire,2002,"43,061,982","39,088,201","82,150,183"
Letters to Juliet,2010,"53,032,453","29,116,085","82,148,538"
Catwoman,2004,"40,202,379","41,900,000","82,102,379"
On Her Majesty's Secret Service,1969,"22,800,000","59,200,000","82,000,000"
Rings,2017,"27,793,018","54,083,330","81,876,348"
The Post,2017,"81,737,012",0,"81,737,012"
Scream,2022,"81,641,405",0,"81,641,405"
Heaven Can Wait,1978,"81,640,278",0,"81,640,278"
Midnight Run,1988,"38,413,606","43,200,000","81,613,606"
Pete's Dragon,2016,"76,233,151","5,320,278","81,553,429"
Frankenweenie,2012,"35,291,068","46,200,000","81,491,068"
Hope Floats,1998,"60,053,195","21,418,687","81,471,882"
Waiting to Exhale,1995,"67,052,156","14,400,000","81,452,156"
Vampires Suck,2010,"36,661,504","44,763,484","81,424,988"
Police Academy,1984,"81,198,894",0,"81,198,894"
Duplicity,2009,"40,572,825","40,506,741","81,079,566"
The Rundown,2003,"47,726,342","33,190,150","80,916,492"
Sinbad: Legend of the Seven Seas,2003,"26,483,452","54,284,432","80,767,884"
The Rookie,2002,"75,600,072","5,093,465","80,693,537"
Fiddler on the Roof,1971,"80,500,000","140,866","80,640,866"
Moonstruck,1987,"80,640,528",0,"80,640,528"
Tinker Tailor Soldier Spy,2011,"24,149,393","56,481,215","80,630,608"
Hostel,2005,"47,326,473","33,252,461","80,578,934"
Hot Fuzz,2007,"23,637,265","56,936,509","80,573,774"
Double Impact,1991,"30,102,717","50,397,283","80,500,000"
Doragon bôru chô: Burorî - Dragon Ball Super: Broly,2018,"26,103,823","54,300,000","80,403,823"
Muppets Most Wanted,2014,"51,183,113","29,200,000","80,383,113"
30 Days of Night,2007,"39,568,996","40,707,160","80,276,156"
Halloween,2007,"58,272,029","21,981,879","80,253,908"
Fame,2009,"22,455,510","57,772,109","80,227,619"
The Wedding Ringer,2015,"64,460,211","15,711,385","80,171,596"
Runaway Jury,2003,"49,443,628","30,710,512","80,154,140"
Finding Forrester,2000,"51,804,714","28,245,050","80,049,764"
Footloose,1984,"80,035,402",0,"80,035,402"
Men in Black: International,2019,"80,001,807",0,"80,001,807"
The Iron Giant,1999,"23,159,305","56,840,695","80,000,000"
Purple Rain,1984,"68,392,977","11,607,023","80,000,000"
3 Idiots,2009,"6,532,908","73,467,092","80,000,000"
Exit Wounds,2001,"51,758,599","28,200,000","79,958,599"
D-War,2007,"10,977,721","68,937,640","79,915,361"
Xin hai ge ming,2011,"127,437","79,786,863","79,914,300"
The Golden Child,1986,"79,817,937",0,"79,817,937"
Earthquake,1974,"79,700,000",0,"79,700,000"
WarGames,1983,"79,568,000",0,"79,568,000"
Revolutionary Road,2008,"22,911,480","56,653,480","79,564,960"
Eye for an Eye,1996,"53,146,000","26,400,000","79,546,000"
Jackass: The Movie,2002,"64,255,312","15,238,519","79,493,831"
Good Bye Lenin!,2003,"4,064,200","75,320,680","79,384,880"
Uncle Buck,1989,"66,758,538","12,500,000","79,258,538"
El orfanato,2007,"7,161,284","72,091,046","79,252,330"
Home Alone 3,1997,"30,882,515","48,200,000","79,082,515"
Heartbreak Ridge,1986,"42,724,017","36,275,983","79,000,000"
From Russia with Love,1963,"24,796,765","54,100,000","78,896,765"
The Attacks of 26/11,2013,"248,346","78,631,232","78,879,578"
If I Stay,2014,"50,474,843","28,400,000","78,874,843"
48 Hrs.,1982,"78,868,508",0,"78,868,508"
Fack ju Göhte,2013,0,"78,790,601","78,790,601"
Orphan,2009,"41,596,251","37,173,177","78,769,428"
Ocho apellidos vascos,2014,0,"78,700,000","78,700,000"
Skyline,2010,"21,371,425","57,321,946","78,693,371"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,"78,656,813",0,"78,656,813"
Man cheng jin dai huang jin jia,2006,"6,566,773","72,002,204","78,568,977"
Byeon-ho-in,2013,"557,236","77,990,350","78,547,586"
Righteous Kill,2008,"40,081,410","38,379,289","78,460,699"
The Family,2013/I,"36,918,811","41,500,000","78,418,811"
The Terminator,1984,"38,400,000","40,000,000","78,400,000"
Collateral Damage,2002,"40,077,257","38,305,176","78,382,433"
Scary Movie 5,2013,"32,015,787","46,362,957","78,378,744"
R.I.P.D.,2013,"33,618,855","44,705,365","78,324,220"
Priest,2011,"29,136,626","49,172,505","78,309,131"
The Other Boleyn Girl,2008,"26,814,957","51,455,013","78,269,970"
K-9,1989,"43,247,647","35,000,000","78,247,647"
The Unborn,2009,"42,670,410","35,538,402","78,208,812"
Honig im Kopf,2014,0,"78,127,384","78,127,384"
Paranormal Activity: The Ghost Dimension,2015,"18,300,124","59,799,429","78,099,553"
The Sentinel,2006,"36,280,697","41,804,130","78,084,827"
The Naked Gun: From the Files of Police Squad!,1988,"78,041,829",0,"78,041,829"
Exorcist: The Beginning,2004,"41,821,986","36,178,600","78,000,586"
Hooper,1978,"78,000,000",0,"78,000,000"
Hostage,2005,"34,639,939","43,304,786","77,944,725"
Out of Sight,1998,"37,562,568","40,183,000","77,745,568"
Showtime,2002,"38,082,712","39,659,020","77,741,732"
Xiao shi dai,2013,"23,462","77,693,552","77,717,014"
United 93,2006,"31,567,134","46,067,901","77,635,035"
Monster Trucks,2016,"33,370,166","44,264,212","77,634,378"
Windtalkers,2002,"40,914,068","36,714,197","77,628,265"
The Number 23,2007,"35,193,167","42,373,648","77,566,815"
The Haunting in Connecticut,2009,"55,389,516","22,138,216","77,527,732"
Serendipity,2001,"50,294,317","27,221,987","77,516,304"
Mirrors,2008/I,"30,691,439","46,797,168","77,488,607"
The Back-up Plan,2010,"37,490,007","39,987,001","77,477,008"
Next,2007,"18,211,013","59,223,036","77,434,049"
Das Leben der Anderen,2006,"11,286,112","66,070,707","77,356,819"
Night School,2018,"77,339,130",0,"77,339,130"
Clueless,1995,"56,631,572","20,700,000","77,331,572"
Lawrence of Arabia,1962,"44,824,144","32,500,000","77,324,144"
Der Schuh des Manitu,2001,0,"77,317,679","77,317,679"
Money Train,1995,"35,324,232","41,900,000","77,224,232"
There Will Be Blood,2007,"40,222,514","36,986,197","77,208,711"
Der Name der Rose,1986,"7,153,487","70,000,000","77,153,487"
Bad Santa,2003,"60,060,328","17,086,703","77,147,031"
Diary of a Wimpy Kid: Dog Days,2012,"49,008,662","28,103,514","77,112,176"
Barbershop,2002,"75,782,105","1,281,819","77,063,924"
Dolittle,2020,"77,047,065",0,"77,047,065"
Stealth,2005,"32,116,746","44,816,126","76,932,872"
Il postino,1994,"21,848,932","54,900,000","76,748,932"
The Ladykillers,2004,"39,799,191","36,948,250","76,747,441"
Paddington 2,2017,"40,442,052","36,257,717","76,699,769"
Coach Carter,2005,"67,264,877","9,404,929","76,669,806"
The Muppet Movie,1979,"76,657,000",0,"76,657,000"
Fantasia,1940,"76,408,097","187,924","76,596,021"
Father of the Bride Part II,1995,"76,594,000",0,"76,594,000"
The Book Thief,2013,"21,488,481","55,097,835","76,586,316"
Bend It Like Beckham,2002,"32,543,449","44,039,884","76,583,333"
The Road to El Dorado,2000,"50,863,742","25,665,439","76,529,181"
(T)Raumschiff Surprise - Periode 1,2004,0,"76,457,401","76,457,401"
The Mechanic,2011,"29,121,498","47,225,895","76,347,393"
Taegukgi hwinalrimyeo,2004,"1,111,061","75,176,921","76,287,982"
Kubo and the Two Strings,2016,"48,023,088","28,234,725","76,257,813"
Cruel Intentions,1999,"38,665,260","37,573,641","76,238,901"
Ad Astra,2019,"50,188,370","26,000,000","76,188,370"
Drive,2011/I,"35,060,689","41,114,477","76,175,166"
Fei cheng wu rao 2,2010,"426,894","75,643,458","76,070,352"
Kate & Leopold,2001,"47,121,859","28,897,189","76,019,048"
Honey I Blew Up the Kid,1992,"58,662,452","17,337,548","76,000,000"
The Ides of March,2011,"40,962,534","35,030,527","75,993,061"
The Pink Panther 2,2009,"35,922,978","39,948,054","75,871,032"
Tin Cup,1996,"53,854,588","22,000,000","75,854,588"
The Change-Up,2011,"37,081,475","38,746,792","75,828,267"
Dreamcatcher,2003,"33,715,436","42,000,000","75,715,436"
Diary of a Wimpy Kid,2010,"64,003,625","11,696,873","75,700,498"
Death Race,2008,"36,316,032","39,361,483","75,677,515"
Stomp the Yard,2007,"61,356,221","14,154,902","75,511,123"
The Last of the Mohicans,1992,"75,505,856",0,"75,505,856"
The Count of Monte Cristo,2002,"54,234,062","21,160,986","75,395,048"
My Fair Lady,1964,"72,000,000","3,047,608","75,047,608"
The Ghost and the Darkness,1996,"38,619,405","36,400,000","75,019,405"
Easy A,2010,"58,401,464","16,550,841","74,952,305"
Elizabeth: The Golden Age,2007,"16,285,240","58,585,626","74,870,866"
10,1979,"74,865,517",0,"74,865,517"
Boo! A Madea Halloween,2016,"73,159,525","1,633,469","74,792,994"
The Prince of Tides,1991,"74,787,599",0,"74,787,599"
Jackie Brown,1997,"39,673,162","35,054,330","74,727,492"
Escape from Planet Earth,2013,"57,012,977","17,584,666","74,597,643"
"I, Frankenstein",2014,"19,075,290","55,500,000","74,575,290"
From Hell,2001,"31,602,566","42,955,549","74,558,115"
One Piece Film Z,2012,0,"74,223,861","74,223,861"
The Core,2003,"31,186,896","43,021,371","74,208,267"
Hard Target,1993,"32,589,677","41,600,000","74,189,677"
The Kite Runner,2007,"15,800,078","58,380,667","74,180,745"
Random Hearts,1999,"31,054,924","43,105,987","74,160,911"
Annabelle Comes Home,2019,"74,152,591",0,"74,152,591"
Oliver & Company,1988,"74,151,346",0,"74,151,346"
Always,1989,"43,858,790","30,276,000","74,134,790"
Hubble 3D,2010,"53,842,565","20,136,646","73,979,211"
The Hurricane,1999,"50,668,906","23,287,335","73,956,241"
La famille Bélier,2014,0,"73,948,603","73,948,603"
Divine Secrets of the Ya-Ya Sisterhood,2002,"69,599,016","4,240,224","73,839,240"
Obsessed,2009,"68,261,644","5,568,696","73,830,340"
Miracles from Heaven,2016,"61,693,523","12,105,197","73,798,720"
August: Osage County,2013,"37,738,810","36,007,235","73,746,045"
The Ghost Writer,2010,"15,541,549","58,200,000","73,741,549"
The Jerk,1979,"73,691,419",0,"73,691,419"
Life,1999/I,"64,062,587","9,459,000","73,521,587"
Crimson Peak,2015,"31,079,055","42,400,000","73,479,055"
A Madea Family Funeral,2019,"73,257,045",0,"73,257,045"
To Rome with Love,2012,"16,685,867","56,559,014","73,244,881"
Here Comes the Boom,2012,"45,290,318","27,948,940","73,239,258"
"Dude, Where's My Car?",2000,"46,729,800","26,450,923","73,180,723"
Eternal Sunshine of the Spotless Mind,2004,"34,400,301","38,768,921","73,169,222"
Perfect Stranger,2007,"23,984,949","49,105,662","73,090,611"
Zombieland: Double Tap,2019,"73,081,958",0,"73,081,958"
The Mirror Has Two Faces,1996,"41,252,428","31,800,000","73,052,428"
Tong zhuo de ni,2014,0,"73,052,128","73,052,128"
Superhero Movie,2008,"26,638,520","46,387,782","73,026,302"
Odoru daisousasen the Final: Aratanaru kibou,2012,0,"72,856,710","72,856,710"
The Best Man Holiday,2013,"70,525,195","2,310,515","72,835,710"
Lady in the Water,2006,"42,285,169","30,500,000","72,785,169"
The One,2001,"43,905,746","28,783,380","72,689,126"
Lord of War,2005,"24,149,632","48,467,436","72,617,068"
Urban Legend,1998,"38,072,438","34,455,157","72,527,595"
Diary of a Wimpy Kid: Rodrick Rules,2011,"52,698,535","19,718,859","72,417,394"
Colombiana,2011,"36,665,854","35,629,408","72,295,262"
Problem Child,1990,"53,470,900","18,800,000","72,270,900"
Around the World in 80 Days,2004,"24,008,137","48,170,758","72,178,895"
Babylon A.D.,2008,"22,531,698","49,576,036","72,107,734"
10 Cloverfield Lane,2016,"72,082,999",0,"72,082,999"
"Yours, Mine & Ours",2005,"53,412,862","18,615,890","72,028,752"
Larry Crowne,2011,"35,608,245","36,400,000","72,008,245"
The Adventures of Sharkboy and Lavagirl 3-D,2005,"39,177,684","32,814,971","71,992,655"
"O Brother, Where Art Thou?",2000,"45,506,619","26,355,739","71,862,358"
Rules of Engagement,2000,"61,335,230","10,397,073","71,732,303"
Ruthless People,1986,"71,624,879",0,"71,624,879"
3 Men and a Little Lady,1990,"71,609,321",0,"71,609,321"
Sammy's avonturen: De geheime doorgang,2010,0,"71,594,792","71,594,792"
Funny People,2009,"51,855,045","19,730,190","71,585,235"
What Dreams May Come,1998,"55,485,043","16,000,000","71,485,043"
The Royal Tenenbaums,2001,"52,364,010","19,077,240","71,441,250"
Holes,2003,"67,406,573","4,000,000","71,406,573"
National Lampoon's Christmas Vacation,1989,"71,320,000",0,"71,320,000"
Haeundae,2009,0,"71,283,278","71,283,278"
Small Soldiers,1998,"54,682,547","16,600,000","71,282,547"
Without a Paddle,2004,"58,169,327","13,105,640","71,274,967"
The Rescuers,1977,"71,215,869",0,"71,215,869"
Down to Earth,2001,"64,186,502","7,000,000","71,186,502"
3:10 to Yuma,2007,"53,606,916","17,564,909","71,171,825"
Gekijouban Poketto monsutâ: Daiamondo & Pâru - Gen'ei no hasha Zoroâku,2010,0,"71,143,529","71,143,529"
Groundhog Day,1993,"71,097,843",0,"71,097,843"
Turner & Hooch,1989,"71,079,915",0,"71,079,915"
Curious George,2006,"58,640,119","12,412,485","71,052,604"
xXx: State of the Union,2005,"26,873,932","44,148,761","71,022,693"
The Counselor,2013,"16,973,715","54,035,619","71,009,334"
Anacondas: The Hunt for the Blood Orchid,2004,"32,238,923","38,753,975","70,992,898"
Son of God,2014,"59,700,064","11,249,729","70,949,793"
How to Be Single,2016,"46,813,366","24,100,000","70,913,366"
The Cabin in the Woods,2012,"42,073,277","28,694,867","70,768,144"
Le pacte des loups,2001,"11,260,096","59,492,808","70,752,904"
The Grudge 2,2006,"39,143,839","31,567,336","70,711,175"
Ronin,1998,"41,616,262","29,081,217","70,697,479"
Any Which Way You Can,1980,"70,687,344",0,"70,687,344"
Firefox,1982,"46,708,276","23,979,068","70,687,344"
License to Wed,2007,"43,799,818","26,824,897","70,624,715"
Stop! Or My Mom Will Shoot,1992,"28,411,210","42,200,000","70,611,210"
All the President's Men,1976,"70,600,000",0,"70,600,000"
Delivery Man,2013,"30,664,106","39,877,053","70,541,159"
The House Bunny,2008,"48,237,389","22,205,551","70,442,940"
The Hills Have Eyes,2006,"41,778,863","28,576,950","70,355,813"
Star Trek V: The Final Frontier,1989,"52,210,049","17,999,951","70,210,000"
Think Like a Man Too,2014,"65,182,182","4,999,246","70,181,428"
Grumpy Old Men,1993,"70,172,621",0,"70,172,621"
A Cinderella Story,2004,"51,438,175","18,725,930","70,164,105"
Ferris Bueller's Day Off,1986,"70,136,369",0,"70,136,369"
Un long dimanche de fiançailles,2004,"6,167,817","63,948,051","70,115,868"
House of Wax,2005,"32,064,800","38,000,000","70,064,800"
Lion,2016/I,"51,728,731","18,317,221","70,045,952"
Everything Everywhere All at Once,2022,"70,008,092",0,"70,008,092"
Guess Who's Coming to Dinner,1967,"56,700,000","13,300,000","70,000,000"
Bonnie and Clyde,1967,"50,700,000","19,300,000","70,000,000"
Halloween,1978,"47,000,000","23,000,000","70,000,000"
Children of Men,2006,"35,552,383","34,407,368","69,959,751"
Sole a catinelle,2013,0,"69,903,094","69,903,094"
Grumpier Old Men,1995,"69,870,000",0,"69,870,000"
Private Benjamin,1980,"69,847,348",0,"69,847,348"
The Brave One,2007,"36,793,804","32,972,815","69,766,619"
The Shallows,2016,"55,121,623","14,632,192","69,753,815"
The Dilemma,2011,"48,475,290","21,246,676","69,721,966"
The Best Little Whorehouse in Texas,1982,"69,701,637",0,"69,701,637"
Smokey and the Bandit II,1980,"66,132,626","3,558,591","69,691,217"
Because I Said So,2007,"42,674,040","26,811,450","69,485,490"
Mr. Magorium's Wonder Emporium,2007,"32,061,555","37,413,106","69,474,661"
Benpao Ba! Xiongdi,2015,"310,978","69,044,192","69,355,170"
Babe: Pig in the City,1998,"18,319,860","50,812,000","69,131,860"
The First Purge,2018,"69,086,325",0,"69,086,325"
Takers,2010,"57,744,720","11,310,975","69,055,695"
Angel Has Fallen,2019,"69,002,336",0,"69,002,336"
Game Night,2018,"69,001,013",0,"69,001,013"
To the Limit,1989,"23,500,000","45,500,000","69,000,000"
Anna Karenina,2012/I,"12,816,367","56,112,783","68,929,150"
Taxi,2004/I,"36,611,066","32,284,369","68,895,435"
Conan the Barbarian,1982,"39,565,475","29,286,000","68,851,475"
John Tucker Must Die,2006,"41,011,711","27,812,815","68,824,526"
Don Juan DeMarco,1994,"22,150,451","46,642,080","68,792,531"
Land of the Lost,2009,"49,438,370","19,339,184","68,777,554"
Jack Frost,1998,"34,545,030","34,214,979","68,760,009"
