name,year,Domestic Gross,Overseas Gross,Worldwide Gross
The Fourth Protocol,1987,"12,423,831",0,"12,423,831"
Undercover Blues,1993,"12,416,686",0,"12,416,686"
Irreconcilable Differences,1984,"12,414,210",0,"12,414,210"
Why Do Fools Fall in Love,1998,"12,413,650",0,"12,413,650"
People Like Us,2012,"12,412,386",0,"12,412,386"
Monsignor,1982,"12,408,066",0,"12,408,066"
Evening,2007,"12,406,646",0,"12,406,646"
Hombre,1967,"12,400,000",0,"12,400,000"
Roommates,1995,"12,100,000","300,000","12,400,000"
Undisputed,2002,"12,398,628",0,"12,398,628"
Nuovo Cinema Paradiso,1988,"12,397,210",0,"12,397,210"
Less Than Zero,1987,"12,396,383",0,"12,396,383"
The Andromeda Strain,1971,"12,376,563",0,"12,376,563"
Ready to Rumble,2000,"12,372,410",0,"12,372,410"
Mr. Wrong,1996,"12,350,030",0,"12,350,030"
The Watermelon Heist,2003,"12,344,000",0,"12,344,000"
The Interview,2014/II,"6,105,175","6,237,457","12,342,632"
Singam 2,2013,"12,331,200",0,"12,331,200"
Three Identical Strangers,2018,"12,320,845",0,"12,320,845"
Ocean's Eleven,1960,"12,317,000",0,"12,317,000"
Club Paradise,1986,"12,308,521",0,"12,308,521"
No Mercy,1986,"12,303,904",0,"12,303,904"
Enemy Mine,1985,"12,303,411",0,"12,303,411"
Abandon,2002,"10,727,683","1,574,536","12,302,219"
Escape from the Planet of the Apes,1971,"12,300,000",0,"12,300,000"
The Beatles: Eight Days a Week - The Touring Years,2016,"2,930,414","9,353,386","12,283,800"
A Stranger Among Us,1992,"12,282,994",0,"12,282,994"
Hot Tub Time Machine 2,2015,"12,282,677",0,"12,282,677"
True Romance,1993,"12,281,500",0,"12,281,500"
Casual Sex?,1988,"12,277,096",0,"12,277,096"
Self/less,2015,"12,276,810",0,"12,276,810"
Mary Reilly,1996,"5,600,000","6,672,308","12,272,308"
Faa yeung nin wa,2000,"2,734,044","9,527,857","12,261,901"
12 Rounds,2009,"12,232,937",0,"12,232,937"
Lone Wolf McQuade,1983,"12,232,628",0,"12,232,628"
Far from the Madding Crowd,2015,"12,229,314",0,"12,229,314"
I'll Be Home for Christmas,1998,"12,213,678",0,"12,213,678"
Little Big League,1994,"12,211,068",0,"12,211,068"
Hideaway,1995,"12,201,255",0,"12,201,255"
Whiteout,2009,"10,275,638","1,925,484","12,201,122"
Solomon and Sheba,1959,"12,200,000",0,"12,200,000"
"Vysotskiy. Spasibo, chto zhivoy",2011,0,"12,198,447","12,198,447"
Family Business,1989,"12,195,695",0,"12,195,695"
Chasing Liberty,2004,"12,189,514",0,"12,189,514"
The 33,2015,"12,188,642",0,"12,188,642"
Envy,2004,"12,181,484",0,"12,181,484"
The Kitchen,2019,"12,180,032",0,"12,180,032"
The Man Who Knew Infinity,2015,"3,866,794","8,291,348","12,158,142"
Boom Town,1940,"9,172,000","2,975,700","12,147,700"
Dreamscape,1984,"12,145,169",0,"12,145,169"
Pink Cadillac,1989,"12,143,484",0,"12,143,484"
After,2019,"12,138,565",0,"12,138,565"
Judgment Night,1993,"12,136,938",0,"12,136,938"
Let Me In,2010/I,"12,134,420",0,"12,134,420"
Mubarakan,2017,"757,057","11,375,670","12,132,727"
Shaft,1971,"12,121,618",0,"12,121,618"
Saving Grace,2000,"12,115,757",0,"12,115,757"
Bye Bye Love,1995,"12,100,000",0,"12,100,000"
Hellbound: Hellraiser II,1988,"12,090,735",0,"12,090,735"
Soul Men,2008,"12,081,447",0,"12,081,447"
Holy Man,1998,"12,065,985",0,"12,065,985"
She's Out of Control,1989,"12,065,892",0,"12,065,892"
Fatal Beauty,1987,"12,046,526",0,"12,046,526"
In Dreams,1999,"12,017,369",0,"12,017,369"
Chasing Amy,1997,"12,006,514",0,"12,006,514"
Sutorîto Faitâ II gekijô-ban,1994,0,"12,000,000","12,000,000"
Markiplier TV,2017,"12,000,000",0,"12,000,000"
The Taming of the Shrew,1967,"8,000,000","4,000,000","12,000,000"
Gentlemen Prefer Blondes,1953,"12,000,000",0,"12,000,000"
The Tall Men,1955,"12,000,000",0,"12,000,000"
Harper,1966,"12,000,000",0,"12,000,000"
Frankenstein,1931,"12,000,000",0,"12,000,000"
The Seven Year Itch,1955,"12,000,000",0,"12,000,000"
This Gun for Hire,1942,"12,000,000",0,"12,000,000"
The Conqueror,1956,"4,500,000","7,500,000","12,000,000"
Tall Story,1960,"12,000,000",0,"12,000,000"
Comin' at Ya!,1981,"12,000,000",0,"12,000,000"
Winnie the Pooh and a Day for Eeyore,1983,"12,000,000",0,"12,000,000"
Up 'n' Under,1998,0,"12,000,000","12,000,000"
Dirty Love,2005,"58,116","11,941,884","12,000,000"
Eyes of Fire,1983,"100,000","11,900,000","12,000,000"
Fantastic Voyage,1966,"12,000,000",0,"12,000,000"
Roman Holiday,1953,"5,000,000","7,000,000","12,000,000"
Bon Voyage!,1962,"11,990,000",0,"11,990,000"
Phantasm,1979,"11,988,469",0,"11,988,469"
End of the Spear,2005,"11,967,000",0,"11,967,000"
"Roman J. Israel, Esq.",2017,"11,961,105",0,"11,961,105"
Brighton Beach Memoirs,1986,"11,957,943",0,"11,957,943"
The King and I,1999,"11,956,538",0,"11,956,538"
Sorority Row,2009,"11,956,207",0,"11,956,207"
Bachelorette,2012,"447,954","11,500,000","11,947,954"
Deathstalker,1983,"11,919,250",0,"11,919,250"
Tom yum goong,2005,"11,905,519",0,"11,905,519"
Blinded by the Light,2019,"11,901,145",0,"11,901,145"
Anatomy of a Murder,1959,"11,900,000",0,"11,900,000"
Making Love,1982,"11,897,978",0,"11,897,978"
Sliding Doors,1998,"11,883,495",0,"11,883,495"
Big Night,1996,"11,881,039",0,"11,881,039"
Upgrade,2018,"11,869,510",0,"11,869,510"
Extraordinary Measures,2010,"11,854,694",0,"11,854,694"
Firewalker,1986,"11,834,302",0,"11,834,302"
Wo zhi nv ren xin,2011,"123,526","11,707,836","11,831,362"
Hoop Dreams,1994,"7,830,611","4,000,000","11,830,611"
Breakin' All the Rules,2004,"11,827,301",0,"11,827,301"
The Vatican Tapes,2015,"1,712,111","10,105,081","11,817,192"
Moulin Rouge,1952,"11,810,000",0,"11,810,000"
Back Roads,1981,"11,809,387",0,"11,809,387"
Bloodsport,1988,"11,806,119",0,"11,806,119"
The Rules of Attraction,2002,"6,532,619","5,273,298","11,805,917"
Let's Do It Again,1975,"11,800,000",0,"11,800,000"
Zelig,1983,"11,798,616",0,"11,798,616"
Caddyshack II,1988,"11,798,302",0,"11,798,302"
Tales from the Hood,1995,"11,797,927",0,"11,797,927"
This Must Be the Place,2011,"142,242","11,648,737","11,790,979"
The Lords of Discipline,1983,"11,787,127",0,"11,787,127"
3 Ninjas Kick Back,1994,"11,784,000",0,"11,784,000"
Boy s tenyu II. Revansh,2007,0,"11,771,900","11,771,900"
X,2022,"11,769,469",0,"11,769,469"
Notorious,1946,"10,464,000","1,303,384","11,767,384"
Gunfight at the O.K. Corral,1957,"11,750,000",0,"11,750,000"
The Great Escape,1963,"11,744,471",0,"11,744,471"
Strictly Ballroom,1992,"11,738,022",0,"11,738,022"
The Personal History of David Copperfield,2019,"1,876,298","9,857,582","11,733,880"
Los amantes pasajeros,2013,"1,367,846","10,356,273","11,724,119"
Used Cars,1980,"11,715,321",0,"11,715,321"
Mary Magdalene,2018,"123,394","11,585,369","11,708,763"
Up the Creek,1984,"11,700,000",0,"11,700,000"
Doragon bôru Z: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru,1995,0,"11,694,663","11,694,663"
Dave Chappelle's Block Party,2005,"11,694,528",0,"11,694,528"
Les invasions barbares,2003,"5,380,616","6,289,563","11,670,179"
I'm Not There.,2007,"4,017,609","7,646,507","11,664,116"
Rock-A-Doodle,1991,"11,657,385",0,"11,657,385"
Gone,2012/I,"11,653,123",0,"11,653,123"
Les saveurs du Palais,2012,"444,970","11,200,000","11,644,970"
Far from Home: The Adventures of Yellow Dog,1995,"11,642,946",0,"11,642,946"
Halloween 5,1989,"11,642,254",0,"11,642,254"
The Adventures of Elmo in Grouchland,1999,"11,634,458",0,"11,634,458"
Girl with a Pearl Earring,2003,"11,634,362",0,"11,634,362"
Knockaround Guys,2001,"11,632,420",0,"11,632,420"
Zoom,2006,"11,631,245",0,"11,631,245"
The Muse,1999,"11,614,236",0,"11,614,236"
Gross Anatomy,1989,"11,604,598",0,"11,604,598"
Lifeforce,1985,"11,603,545",0,"11,603,545"
Finian's Rainbow,1968,"11,600,000",0,"11,600,000"
The Last Kiss,2006,"11,596,143",0,"11,596,143"
So I Married an Axe Murderer,1993,"11,585,483",0,"11,585,483"
Graveyard Shift,1990,"11,582,891",0,"11,582,891"
Wing Commander,1999,"11,576,087",0,"11,576,087"
Leave It to Beaver,1997,"11,568,765",0,"11,568,765"
Police Academy 6: City Under Siege,1989,"11,567,217",0,"11,567,217"
The Other Side of the Mountain: Part II,1978,"11,565,678",0,"11,565,678"
Alien Adventure,1999,"5,017,087","6,547,105","11,564,192"
Get Over It,2001,"11,560,259",0,"11,560,259"
Pump Up the Volume,1990,"11,541,758",0,"11,541,758"
The Cookout,2004,"11,540,112",0,"11,540,112"
The Conspirator,2010,"11,538,204",0,"11,538,204"
Young Einstein,1988,"11,536,599",0,"11,536,599"
Super Size Me,2004,"11,529,368",0,"11,529,368"
Just One of the Guys,1985,"11,528,900",0,"11,528,900"
No manches Frida,2016,"11,528,613",0,"11,528,613"
No Manches Frida,2016,"11,514,388",0,"11,514,388"
Shattered,1991,"11,511,031",0,"11,511,031"
Gongbeom,2013,0,"11,509,001","11,509,001"
The Longshots,2008,"11,508,423",0,"11,508,423"
Les bronzés font du ski,1979,0,"11,500,000","11,500,000"
Mulholland Falls,1996,"11,500,000",0,"11,500,000"
Thief,1981,"11,492,915",0,"11,492,915"
The River,1984,"11,489,982",0,"11,489,982"
The Beautician and the Beast,1997,"11,486,880",0,"11,486,880"
Turbulence,1997,"11,466,088",0,"11,466,088"
Moon Over Parador,1988,"11,444,204",0,"11,444,204"
Material Girls,2006,"11,441,751",0,"11,441,751"
Bodies Bodies Bodies,2022,"11,443,950",0,"11,443,950"
The Ref,1994,"11,439,193",0,"11,439,193"
Something New,2006/I,"11,425,894",0,"11,425,894"
Fun Size,2012,"9,402,410","2,014,952","11,417,362"
The Powerpuff Girls Movie,2002,"11,411,644",0,"11,411,644"
The Birds,1963,"11,403,529",0,"11,403,529"
Jennifer Eight,1992,"11,390,479",0,"11,390,479"
Cops and Robbersons,1994,"11,384,038",0,"11,384,038"
The Seduction,1982,"11,378,339",0,"11,378,339"
Suspect Zero,2004,"8,725,813","2,650,407","11,376,220"
Thumbelina,1994,"11,373,501",0,"11,373,501"
Unforgettable,2017,"11,368,012",0,"11,368,012"
Opportunity Knocks,1990,"11,359,129",0,"11,359,129"
Mutiny on the Bounty,1935,"5,474,471","5,876,983","11,351,454"
Snow Flower and the Secret Fan,2011,"1,348,205","10,000,000","11,348,205"
Career Opportunities,1991,"11,336,986",0,"11,336,986"
Elmer Gantry,1960,"11,336,000",0,"11,336,000"
From the Terrace,1960,"11,336,000",0,"11,336,000"
Out of the Furnace,2013,"11,326,836",0,"11,326,836"
Extreme Prejudice,1987,"11,307,844",0,"11,307,844"
Prêt-à-Porter,1994,"11,300,653",0,"11,300,653"
Who's the Man?,1993,"11,299,730",0,"11,299,730"
Casanova,2005,"11,294,832",0,"11,294,832"
Lars and the Real Girl,2007,"5,972,884","5,320,639","11,293,523"
Manhattan Murder Mystery,1993,"11,285,588",0,"11,285,588"
The Many Saints of Newark,2021,"8,220,603","3,062,169","11,282,772"
Elephant,2003,"1,257,377","10,020,543","11,277,920"
One Good Cop,1991,"11,276,846",0,"11,276,846"
Unforgettable,2017/II,"11,274,490",0,"11,274,490"
Balto,1995,"11,268,750",0,"11,268,750"
Il divo - La spettacolare vita di Giulio Andreotti,2008,"239,294","11,021,072","11,260,366"
Mosura,1961,0,"11,250,000","11,250,000"
La flûte à six schtroumpfs,1976,"11,234,220",0,"11,234,220"
Chill Factor,1999,"11,227,940",0,"11,227,940"
"The Adventures of Priscilla, Queen of the Desert",1994,"11,220,670",0,"11,220,670"
Q & A,1990,"11,207,891",0,"11,207,891"
Deep Rising,1998,"11,203,026",0,"11,203,026"
The Boxer,1997,"5,799,672","5,400,000","11,199,672"
Lady Macbeth,2016/I,"1,129,408","10,050,033","11,179,441"
Be Kind Rewind,2008,"11,169,531",0,"11,169,531"
The Old Man & the Gun,2018,"11,157,127",0,"11,157,127"
Barney's Great Adventure,1998,"11,144,518",0,"11,144,518"
Incarnate,2016,"4,799,774","6,341,855","11,141,629"
Return to Oz,1985,"11,137,801",0,"11,137,801"
Dark Waters,2019,"11,136,084",0,"11,136,084"
Gojira tai Megagirasu: Jî shômetsu sakusen,2000,0,"11,135,340","11,135,340"
Falling in Love,1984,"11,129,057",0,"11,129,057"
Salyut-7,2017,0,"11,128,396","11,128,396"
V.I. Warshawski,1991,"11,128,309",0,"11,128,309"
Whispers in the Dark,1992,"11,124,511",0,"11,124,511"
Zorro: The Gay Blade,1981,"11,118,000",0,"11,118,000"
2 Days in the Valley,1996,"11,114,000",0,"11,114,000"
Lantana,2001,"4,460,426","6,649,360","11,109,786"
Hell Fest,2018,"11,107,431",0,"11,107,431"
Big Trouble in Little China,1986,"11,100,000",0,"11,100,000"
The Warrior's Way,2010,"5,664,251","5,423,318","11,087,569"
Mad Dog and Glory,1993,"11,081,586",0,"11,081,586"
Hotel Mumbai,2018,"9,619,500","1,462,071","11,081,571"
My Family,1995,"11,079,373",0,"11,079,373"
Wild Orchid,1989,"11,060,485",0,"11,060,485"
Krush Groove,1985,"11,052,713",0,"11,052,713"
Tall Tale,1995,"8,247,627","2,800,000","11,047,627"
The Thirty-Nine Steps,1978,"1,046,332","10,000,000","11,046,332"
In the Land of Women,2007,"11,043,445",0,"11,043,445"
Mrs Henderson Presents,2005,"11,034,436",0,"11,034,436"
The Wild Life,1984,"11,020,375",0,"11,020,375"
San ging chaat goo si,2004,0,"11,017,558","11,017,558"
Island of Lemurs: Madagascar,2014,"11,017,236",0,"11,017,236"
Sing,1989,"11,010,175",0,"11,010,175"
Lords of Dogtown,2005,"11,008,432",0,"11,008,432"
The Couch Trip,1988,"11,005,304",0,"11,005,304"
The Super,1991,"11,000,863",0,"11,000,863"
A Hole in the Head,1959,"11,000,000",0,"11,000,000"
Vera Cruz,1954,"9,000,000","2,000,000","11,000,000"
On the Beach,1959,"11,000,000",0,"11,000,000"
San daikaijû: Chikyû saidai no kessen,1964,0,"11,000,000","11,000,000"
It's My Turn,1980,"11,000,000",0,"11,000,000"
Cutthroat Island,1995,"11,000,000",0,"11,000,000"
KM 31: Kilómetro 31,2006,0,"11,000,000","11,000,000"
Sleepaway Camp,1983,"11,000,000",0,"11,000,000"
Bite the Bullet,1975,"11,000,000",0,"11,000,000"
Battle Beyond the Stars,1980,"11,000,000",0,"11,000,000"
Tom Sawyer,1930,"11,000,000",0,"11,000,000"
In Like Flint,1967,"11,000,000",0,"11,000,000"
The Birth of a Nation,1915,"10,000,000","1,000,000","11,000,000"
Dhoom,2004,"245,756","10,754,244","11,000,000"
Pat Garrett & Billy the Kid,1973,"11,000,000",0,"11,000,000"
The Last Flight of Noah's Ark,1980,"11,000,000",0,"11,000,000"
For Love or Money,1993,"10,997,166",0,"10,997,166"
The Astronaut Farmer,2006,"10,996,440",0,"10,996,440"
La cage aux folles II,1980,"6,950,125","4,039,206","10,989,331"
Who's Harry Crumb?,1989,"10,982,364",0,"10,982,364"
The Cold Light of Day,2012,"3,749,061","7,219,685","10,968,746"
The Man Who Loved Women,1983,"10,964,231",0,"10,964,231"
Moment by Moment,1978,"10,963,824",0,"10,963,824"
Nuns on the Run,1990,"10,959,015",0,"10,959,015"
Doomsday,2008,"10,955,425",0,"10,955,425"
What the #$*! Do We (K)now!?,2004,"10,941,801",0,"10,941,801"
Greta,2018,"10,519,425","400,000","10,919,425"
Cookie's Fortune,1999,"10,919,177",0,"10,919,177"
Stop-Loss,2008,"10,911,750",0,"10,911,750"
Pride and Prejudice and Zombies,2016,"10,907,291",0,"10,907,291"
Io sono l'amore,2009,"5,005,465","5,901,103","10,906,568"
The Englishman Who Went Up a Hill But Came Down a Mountain,1995,"10,904,930",0,"10,904,930"
Black Snake Moan,2006,"9,396,870","1,506,976","10,903,846"
Jetsons: The Movie,1990,"10,900,000",0,"10,900,000"
The Red Shoes,1948,"10,900,000",0,"10,900,000"
Flower Drum Song,1961,"10,900,000",0,"10,900,000"
Evil Dead II,1987,"10,900,000",0,"10,900,000"
The Pink Panther,1963,"10,878,107",0,"10,878,107"
Spanish Movie,2009,0,"10,875,184","10,875,184"
The Man in the Gray Flannel Suit,1956,"10,875,000",0,"10,875,000"
Narrow Margin,1990,"10,873,237",0,"10,873,237"
The Lighthouse,2019,"10,867,104",0,"10,867,104"
The Last Duel,2021,"10,853,945",0,"10,853,945"
The Libertine,2004,"4,835,065","6,016,999","10,852,064"
Rollover,1981,"10,851,261",0,"10,851,261"
Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu,1990,0,"10,843,141","10,843,141"
The Return,2006/I,"7,749,851","3,083,982","10,833,833"
For Greater Glory: The True Story of Cristiada,2012,"5,669,081","5,149,694","10,818,775"
Moving,1988,"10,815,378",0,"10,815,378"
Extract,2009,"10,814,185",0,"10,814,185"
Gotcha!,1985,"10,806,919",0,"10,806,919"
Missing in Action 2: The Beginning,1985,"10,800,000",0,"10,800,000"
Gettysburg,1993,"10,769,960",0,"10,769,960"
The Great Raid,2005,"10,166,502","601,938","10,768,440"
Gojira vs. Kingu Gidorâ,1991,0,"10,764,102","10,764,102"
Welcome to Marwen,2018,"10,763,520",0,"10,763,520"
New York Stories,1989,"10,763,469",0,"10,763,469"
The African Queen,1951,"8,956,810","1,793,190","10,750,000"
Stay Tuned,1992,"10,736,401",0,"10,736,401"
The Darkness,2016/I,"10,732,841",0,"10,732,841"
Glengarry Glen Ross,1992,"10,725,228",0,"10,725,228"
The Drop,2014,"10,724,389",0,"10,724,389"
Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.,2003,0,"10,724,345","10,724,345"
Two If by Sea,1996,"10,700,000",0,"10,700,000"
The Fiendish Plot of Dr. Fu Manchu,1980,"10,697,276",0,"10,697,276"
RoboCop 3,1993,"10,696,210",0,"10,696,210"
State Property,2002,"2,099,719","8,595,927","10,695,646"
Dracula: Dead and Loving It,1995,"10,693,649",0,"10,693,649"
Fear and Loathing in Las Vegas,1998,"10,680,275",0,"10,680,275"
Hercules,1983,"10,676,194",0,"10,676,194"
The Little Things,2021,"10,675,000",0,"10,675,000"
The Astronaut's Wife,1999,"10,672,566",0,"10,672,566"
La bûche,1999,"330,092","10,335,286","10,665,378"
The End of the Affair,1999,"10,660,147",0,"10,660,147"
Island of the Sharks,1999,"10,658,756",0,"10,658,756"
The Package,1989,"10,647,219",0,"10,647,219"
The Gunman,2015,"10,640,645",0,"10,640,645"
The Purple Rose of Cairo,1985,"10,631,333",0,"10,631,333"
Wolfen,1981,"10,626,725",0,"10,626,725"
Antlers,2021,"10,619,670",0,"10,619,670"
The Dark Half,1993,"10,611,160",0,"10,611,160"
After Hours,1985,"10,609,321",0,"10,609,321"
The House on Sorority Row,1983,"10,604,986",0,"10,604,986"
Broadway Danny Rose,1984,"10,600,497",0,"10,600,497"
Play Misty for Me,1971,"10,600,000",0,"10,600,000"
Moving Violations,1985,"10,600,000",0,"10,600,000"
Beautiful Girls,1996,"10,597,759",0,"10,597,759"
Justin Bieber's Believe,2013,"884,857","9,699,904","10,584,761"
Not Easily Broken,2009,"10,572,742",0,"10,572,742"
Mosura,1996,0,"10,571,893","10,571,893"
Drop Dead Gorgeous,1999,"10,561,238",0,"10,561,238"
Pollock,2000,"8,596,914","1,960,377","10,557,291"
Mad City,1997,"10,556,196",0,"10,556,196"
Husbands and Wives,1992,"10,555,619",0,"10,555,619"
We're No Angels,1989,"10,555,348",0,"10,555,348"
The Quiet Man,1952,"10,550,000",0,"10,550,000"
Luoke Wangguo 2: Sheng Long De Xin Yuan,2013,0,"10,550,000","10,550,000"
Three to Tango,1999,"10,544,143",0,"10,544,143"
Jonah Hex,2010,"10,539,414",0,"10,539,414"
