name,year,Domestic Gross,Overseas Gross,Worldwide Gross
Korporativ,2014,0,"4,825,046","4,825,046"
Cimarron,1960,"2,325,000","2,500,000","4,825,000"
Predestination,2014/I,"68,372","4,756,127","4,824,499"
Antonia,1995,"4,823,217",0,"4,823,217"
Angus,1995,"4,821,759",0,"4,821,759"
Slackers,2002,"4,814,244",0,"4,814,244"
Collide,2016/I,"2,280,004","2,531,521","4,811,525"
The SpongeBob Movie: Sponge on the Run,2020,"4,810,790",0,"4,810,790"
Mao's Last Dancer,2009,"4,806,750",0,"4,806,750"
The Long Walk Home,1990,"4,803,039",0,"4,803,039"
See You in the Morning,1989,"4,795,009",0,"4,795,009"
90 Minutes in Heaven,2015,"4,791,548",0,"4,791,548"
Into the West,1992,"4,790,801",0,"4,790,801"
Lamerica,1994,"438,483","4,349,848","4,788,331"
Eddie and the Cruisers,1983,"4,786,789",0,"4,786,789"
Creature,1985,"4,782,000",0,"4,782,000"
My Chauffeur,1986,"4,781,448",0,"4,781,448"
Wild Rose,2018,"1,635,118","3,142,064","4,777,182"
Just Visiting,2001,"4,777,007",0,"4,777,007"
Brannigan,1975,"4,771,815",0,"4,771,815"
Welcome to the Dollhouse,1995,"4,771,000",0,"4,771,000"
Mansfield Park,1999,"4,764,741",0,"4,764,741"
The Good Mother,1988,"4,764,606",0,"4,764,606"
The Other Side of Heaven,2001,"4,720,371","39,643","4,760,014"
Atlas Shrugged: Part I,2011,"4,752,353",0,"4,752,353"
The Fall of the Roman Empire,1964,"4,750,000",0,"4,750,000"
Tucker and Dale vs Evil,2010,"223,838","4,525,678","4,749,516"
I Come with the Rain,2009,0,"4,747,795","4,747,795"
Violets Are Blue...,1986,"4,743,287",0,"4,743,287"
"Grandview, U.S.A.",1984,"4,743,119",0,"4,743,119"
A Walk on the Moon,1999,"4,741,987",0,"4,741,987"
Duets,2000,"4,734,235",0,"4,734,235"
Tonari no Totoro,1988,0,"4,729,463","4,729,463"
Drugstore Cowboy,1989,"4,729,352",0,"4,729,352"
Samson,2018,"4,719,928",0,"4,719,928"
True Story,2015/I,"4,715,819",0,"4,715,819"
King Kong Lives,1986,"4,711,220",0,"4,711,220"
Your Friends & Neighbors,1998,"4,710,749",0,"4,710,749"
Big Stan,2007,0,"4,705,194","4,705,194"
The Great Santini,1979,"4,702,575",0,"4,702,575"
Cinderfella,1960,"4,700,000",0,"4,700,000"
Tickle Me,1965,"3,000,000","1,700,000","4,700,000"
College,2008,"4,693,919",0,"4,693,919"
Clouds of Sils Maria,2014,"1,811,138","2,882,281","4,693,419"
Suffragette,2015,"4,693,356",0,"4,693,356"
True Identity,1991,"4,693,236",0,"4,693,236"
Held Up,1999,"4,692,814",0,"4,692,814"
Senior Trip,1995,"4,686,937",0,"4,686,937"
Pavarotti,2019,"4,686,402",0,"4,686,402"
The Runaways,2010,"3,571,735","1,107,978","4,679,713"
Avenging Force,1986,"4,679,650",0,"4,679,650"
Gojira,1954,"2,423,423","2,250,000","4,673,423"
La science des rêves,2006,"4,663,809",0,"4,663,809"
"No Retreat, No Surrender",1986,"4,662,137",0,"4,662,137"
C.H.U.D.,1984,"4,654,423",0,"4,654,423"
The Hitman,1991,"4,654,288",0,"4,654,288"
Radio Flyer,1992,"4,651,977",0,"4,651,977"
It Started with a Kiss,1959,"2,750,000","1,900,000","4,650,000"
The Lookout,2007,"4,600,585","46,245","4,646,830"
Fire with Fire,1986,"4,636,169",0,"4,636,169"
If Lucy Fell,1996,"4,635,344",0,"4,635,344"
Black Beauty,1994,"4,630,377",0,"4,630,377"
All the Brothers Were Valiant,1953,"2,004,000","2,624,000","4,628,000"
Pahat pojat,2003,0,"4,612,546","4,612,546"
Joe's Apartment,1996,"4,611,624",0,"4,611,624"
The January Man,1989,"4,611,062",0,"4,611,062"
Longtime Companion,1989,"4,609,953",0,"4,609,953"
Patti Cake$,2017,"800,148","3,806,854","4,607,002"
Dutch,1991,"4,603,929",0,"4,603,929"
"Se, jie",2007,"4,602,512",0,"4,602,512"
Eliminators,1986,"4,601,256",0,"4,601,256"
River's Edge,1986,"4,600,000",0,"4,600,000"
Thirteen,2003,"4,599,680",0,"4,599,680"
Deception,2008/I,"4,597,760",0,"4,597,760"
Little Voice,1998,"4,595,000",0,"4,595,000"
Sunset,1988,"4,594,452",0,"4,594,452"
Touching the Void,2003,"4,581,222",0,"4,581,222"
The Story of Robin Hood and His Merrie Men,1952,"4,578,000",0,"4,578,000"
Stealing Beauty,1996,"4,573,330",0,"4,573,330"
Made in Heaven,1987,"4,572,845",0,"4,572,845"
Cold War,2018,"4,572,545",0,"4,572,545"
Graffiti Bridge,1990,"4,562,778",0,"4,562,778"
Making the Grade,1984,"4,561,346",0,"4,561,346"
Ong-bak,2003,"4,560,061",0,"4,560,061"
Lichnyy nomer,2004,0,"4,556,246","4,556,246"
Mumford,1999,"4,554,569",0,"4,554,569"
Tortilla Soup,2001,"4,447,014","107,147","4,554,161"
The Devil at 4 O'Clock,1961,"4,550,000",0,"4,550,000"
Death Before Dishonor,1987,"4,546,244",0,"4,546,244"
Lung hing foo dai,1986,0,"4,545,431","4,545,431"
Au revoir les enfants,1987,"4,542,825",0,"4,542,825"
Miss March,2009,"4,542,775",0,"4,542,775"
Tolkien,2019,"4,535,154",0,"4,535,154"
In the Name of the King: A Dungeon Siege Tale,2007,"4,535,117",0,"4,535,117"
Mediterraneo,1991,"4,532,791",0,"4,532,791"
Dangerous Beauty,1998,"4,530,929",0,"4,530,929"
McHale's Navy,1997,"4,529,843",0,"4,529,843"
The Conversation,1974,"4,529,046",0,"4,529,046"
Before Night Falls,2000,"4,221,817","302,698","4,524,515"
The Last Black Man in San Francisco,2019,"4,515,719",0,"4,515,719"
Major Dundee,1965,"4,510,000",0,"4,510,000"
Separation,2021,"4,509,143",0,"4,509,143"
Swingers,1996,"4,505,922",0,"4,505,922"
Kickin' It Old Skool,2007,"4,500,147",0,"4,500,147"
An American in Paris,1951,"4,500,000",0,"4,500,000"
Cry of the Wild,1973,"4,500,000",0,"4,500,000"
Way Down East,1920,"4,500,000",0,"4,500,000"
Suspicion,1941,"4,500,000",0,"4,500,000"
Avanti!,1972,"3,300,000","1,200,000","4,500,000"
Road to Rio,1947,"4,500,000",0,"4,500,000"
Zatôichi: The Last,2010,0,"4,500,000","4,500,000"
I Was a Male War Bride,1949,"4,500,000",0,"4,500,000"
Talk to Me,2007,"4,496,799",0,"4,496,799"
Bound by Honor,1993,"4,496,583",0,"4,496,583"
Curse of the Pink Panther,1983,"4,491,986",0,"4,491,986"
This Is Spinal Tap,1984,"4,491,645",0,"4,491,645"
Flawless,1999,"4,485,485",0,"4,485,485"
Just Getting Started,2017,"4,485,477",0,"4,485,477"
Honkytonk Man,1982,"4,484,991",0,"4,484,991"
Bob Roberts,1992,"4,479,470",0,"4,479,470"
Mou gaan dou III: Jung gik mou gaan,2003,0,"4,468,597","4,468,597"
Joy of Sex,1984,"4,463,841",0,"4,463,841"
Green Fire,1954,"1,829,000","2,631,000","4,460,000"
Le couperet,2005,0,"4,451,000","4,451,000"
Italiensk for begyndere,2000,"4,447,186",0,"4,447,186"
Bright Star,2009,"4,444,637",0,"4,444,637"
Persepolis,2007,"4,443,403",0,"4,443,403"
China: The Panda Adventure,2001,"3,885,914","557,165","4,443,079"
The Company Men,2010,"4,439,063",0,"4,439,063"
The Railway Man,2013,"4,435,083",0,"4,435,083"
Spartan,2004,"4,434,432",0,"4,434,432"
2 Days in Paris,2007,"4,432,981",0,"4,432,981"
Bee Season,2005,"1,180,560","3,251,789","4,432,349"
Paraiso Travel,2008,0,"4,430,800","4,430,800"
Beyond Borders,2003,"4,426,297",0,"4,426,297"
Treasure Island,1950,"4,087,500","332,157","4,419,657"
Don't Think Twice,2016,"4,417,983",0,"4,417,983"
"Food, Inc.",2008,"4,417,124",0,"4,417,124"
Hamlet,1996,"4,414,535",0,"4,414,535"
The Four Horsemen of the Apocalypse,1962,"1,913,319","2,500,000","4,413,319"
The Sheriff of Fractured Jaw,1958,"1,924,875","2,485,125","4,410,000"
Run,1991,"4,409,328",0,"4,409,328"
Dear White People,2014,"4,404,154",0,"4,404,154"
Willie & Phil,1980,"4,400,000",0,"4,400,000"
Capitaine Conan,1996,"4,400,000",0,"4,400,000"
Babettes gæstebud,1987,"4,398,938",0,"4,398,938"
Zwartboek,2006,"4,398,392",0,"4,398,392"
Leviafan,2014,"1,092,800","3,304,021","4,396,821"
Simply Irresistible,1999,"4,394,936",0,"4,394,936"
The Company of Wolves,1984,"4,389,334",0,"4,389,334"
Pumpkinhead,1988,"4,385,516",0,"4,385,516"
Mrs. Soffel,1984,"4,385,312",0,"4,385,312"
Brian Banks,2018,"4,376,820",0,"4,376,820"
Ging chaat goo si juk jaap,1988,0,"4,375,046","4,375,046"
For Me and My Gal,1942,"4,371,000",0,"4,371,000"
Uri: The Surgical Strike,2019,"4,185,663","184,426","4,370,089"
The Dead,1987,"4,370,078",0,"4,370,078"
The Biggest Little Farm,2018,"4,367,816",0,"4,367,816"
The Broadway Melody,1929,"2,808,000","1,558,000","4,366,000"
Solitary Man,2009,"4,360,548",0,"4,360,548"
The War of the Worlds,1953,"4,360,000",0,"4,360,000"
The Jazz Singer,1952,"4,360,000",0,"4,360,000"
A Star Is Born,1937,"4,360,000",0,"4,360,000"
The Third Man,1949,"4,360,000",0,"4,360,000"
Matti,2006,0,"4,359,099","4,359,099"
Wagons East,1994,"4,358,940",0,"4,358,940"
Bogus,1996,"4,357,000",0,"4,357,000"
On the Line,2001,"4,356,743",0,"4,356,743"
Modern Times,1936,"4,353,000",0,"4,353,000"
La casa del fin de los tiempos,2013,0,"4,350,990","4,350,990"
PCU,1994,"4,350,774",0,"4,350,774"
Marooned,1969,"4,350,000",0,"4,350,000"
The Man with the Golden Arm,1955,"4,350,000",0,"4,350,000"
The Mean Season,1985,"4,349,446",0,"4,349,446"
Burke and Hare,2010,"4,833","4,344,354","4,349,187"
Dark Angel,1990,"4,348,368",0,"4,348,368"
Staying Together,1989,"4,348,025",0,"4,348,025"
Lisa,1989,"4,347,648",0,"4,347,648"
The Tao of Steve,2000,"4,340,373",0,"4,340,373"
Las Pildoras De Mi Novio,2020,"2,971,116","1,364,969","4,336,085"
Blindspotting,2018,"4,333,394",0,"4,333,394"
Keeping Up with the Steins,2006,"4,328,294",0,"4,328,294"
Much Ado About Nothing,2012/I,"4,327,763",0,"4,327,763"
Mortuary,1983/I,"4,319,001",0,"4,319,001"
Hear My Song,1991,"4,313,173",0,"4,313,173"
Melvin and Howard,1980,"4,309,490",0,"4,309,490"
Meet the Deedles,1998,"4,308,981",0,"4,308,981"
Trenchcoat,1983,"4,304,286",0,"4,304,286"
Four Rooms,1995,"4,301,331",0,"4,301,331"
Don’t Let Go,2019,"4,300,680",0,"4,300,680"
Qua tim máu,2014,0,"4,300,000","4,300,000"
G.I. Blues,1960,"4,300,000",0,"4,300,000"
Yellowbeard,1983,"4,300,000",0,"4,300,000"
Listen to Me,1989,"4,299,023",0,"4,299,023"
Enigma,2001,"4,298,329",0,"4,298,329"
Catch a Fire,2006,"4,291,965",0,"4,291,965"
Johnny English Strikes Again,2018,"4,280,890",0,"4,280,890"
Goal!,2005,"4,280,577",0,"4,280,577"
Best Seller,1987,"4,278,150",0,"4,278,150"
Pinocchio,2012,"1,831,718","2,435,973","4,267,691"
The Meddler,2015,"4,265,673",0,"4,265,673"
Brainscan,1994,"4,264,509",0,"4,264,509"
Canyon Passage,1946,"4,263,651",0,"4,263,651"
Lambada,1990/I,"4,263,112",0,"4,263,112"
The Book of Henry,2017,"4,258,599",0,"4,258,599"
Laurel Canyon,2002,"3,663,356","590,802","4,254,158"
Linda Ronstadt: The Sound of My Voice,2019,"4,252,657",0,"4,252,657"
The Thing from Another World,1951,"4,251,000",0,"4,251,000"
45 Years,2015,"4,250,507",0,"4,250,507"
Mr. Nanny,1993,"4,247,162",0,"4,247,162"
"Jeff, Who Lives at Home",2011,"4,244,155",0,"4,244,155"
March or Die,1977,"1,000,000","3,243,088","4,243,088"
Zashchitniki,2017,0,"4,240,683","4,240,683"
Men with Brooms,2002,"4,239,767",0,"4,239,767"
Until September,1984,"4,239,154",0,"4,239,154"
Forbidden Planet,1956,"3,000,000","1,235,000","4,235,000"
Flash of Genius,2008,"4,234,040",0,"4,234,040"
Dabba,2013,"4,231,500",0,"4,231,500"
Roadie,1980,"4,226,370",0,"4,226,370"
Vengeance,2022,"4,225,720",0,"4,225,720"
Ben Is Back,2018,"3,703,182","517,542","4,220,724"
The Keep,1983,"4,218,594",0,"4,218,594"
Detroit Rock City,1999,"4,217,115",0,"4,217,115"
Greenberg,2010,"4,216,789",0,"4,216,789"
Hot Pursuit,1987,"4,215,859",0,"4,215,859"
Geung si,2013,0,"4,214,811","4,214,811"
China Cry: A True Story,1990,"4,212,828",0,"4,212,828"
A Hologram for the King,2016,"4,212,494",0,"4,212,494"
That's Dancing!,1985,"4,210,938",0,"4,210,938"
Swiss Army Man,2016,"4,208,879",0,"4,208,879"
Popcorn,1991,"4,205,000",0,"4,205,000"
Hasta el viento tiene miedo,2007,0,"4,200,000","4,200,000"
Pinky,1949,"4,200,000",0,"4,200,000"
In Harm's Way,1965,"4,200,000",0,"4,200,000"
Ultimate X: The Movie,2002,"4,197,175",0,"4,197,175"
Sweet and Lowdown,1999,"4,196,621",0,"4,196,621"
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,"4,193,943",0,"4,193,943"
Red Scorpion,1988,"4,192,440",0,"4,192,440"
Flores De Asfalto,2008,"4,192,098",0,"4,192,098"
"Mune, le gardien de la lune",2014,0,"4,189,968","4,189,968"
Matilda,2017/I,0,"4,189,058","4,189,058"
Lovely & Amazing,2001,"4,186,931",0,"4,186,931"
Exotica,1994,"4,183,379",0,"4,183,379"
Peaceful Warrior,2006,"3,960,414","222,340","4,182,754"
Betrayed,1954,"1,970,000","2,211,000","4,181,000"
Boogie,2021,"4,178,620",0,"4,178,620"
Priest,1994,"4,176,932",0,"4,176,932"
A Day Without a Mexican,2004,"4,175,179",0,"4,175,179"
Goon,2011,"4,168,144",0,"4,168,144"
Stronger,2017,"4,167,656",0,"4,167,656"
Ya Veremos,2018,"4,165,949",0,"4,165,949"
Twin Peaks: Fire Walk with Me,1992,"4,160,851",0,"4,160,851"
Good Hair,2009,"4,157,104",0,"4,157,104"
Gloria,1999,"4,155,234",0,"4,155,234"
Coast Mafia,2014,"4,150,000",0,"4,150,000"
Emergo,2011,256,"4,143,554","4,143,810"
Edison,2005,0,"4,143,414","4,143,414"
Whipped,2000,"4,142,507",0,"4,142,507"
Jiro Dreams of Sushi,2011,"4,139,305",0,"4,139,305"
To Gillian on Her 37th Birthday,1996,"4,137,645",0,"4,137,645"
Heart Condition,1990,"4,134,992",0,"4,134,992"
Witless Protection,2008,"4,131,640",0,"4,131,640"
My Science Project,1985,"4,122,748",0,"4,122,748"
Majo no takkyûbin,2014,0,"4,109,243","4,109,243"
Kama Sutra: A Tale of Love,1996,"4,109,095",0,"4,109,095"
Les 12 travaux d'Astérix,1976,0,"4,107,881","4,107,881"
Serbuan maut,2011,"4,105,123",0,"4,105,123"
This Boy's Life,1993,"4,104,962",0,"4,104,962"
Life Stinks,1991,"4,102,526",0,"4,102,526"
The Long Gray Line,1955,"4,100,000",0,"4,100,000"
Hondo,1953,"4,100,000",0,"4,100,000"
Restoration,1995,"4,100,000",0,"4,100,000"
Man Trouble,1992,"4,096,030",0,"4,096,030"
Young Bess,1953,"1,645,000","2,450,000","4,095,000"
Átame!,1989,"4,087,361",0,"4,087,361"
Big Bully,1996,"4,085,000",0,"4,085,000"
That's Life!,1986,"4,079,895",0,"4,079,895"
The Hero,2017/I,"4,077,333",0,"4,077,333"
Impromptu,1991,"4,076,211",0,"4,076,211"
Caprice,1967,"4,075,000",0,"4,075,000"
Hazlo Como Hombre,2017,"2,534,252","1,538,944","4,073,196"
Denial,2016/II,"4,072,226",0,"4,072,226"
Angel and the Badman,1947,"4,070,000",0,"4,070,000"
The Visual Bible: The Gospel of John,2003,"4,068,087",0,"4,068,087"
The Broken Hearts Gallery,2020,"4,066,169",0,"4,066,169"
Le dîner de cons,1998,"4,065,116",0,"4,065,116"
Life Itself,2018,"4,063,867",0,"4,063,867"
Frances Ha,2012,"4,063,238",0,"4,063,238"
Peter's Friends,1992,"4,058,564",0,"4,058,564"
Black Christmas,1974,"4,053,000",0,"4,053,000"
Playing God,1997,"4,052,347",0,"4,052,347"
Infidel,2019,"4,051,136",0,"4,051,136"
Viking,2016,0,"4,044,088","4,044,088"
Trois couleurs: Rouge,1994,"4,043,686",0,"4,043,686"
Bottle Shock,2008,"4,040,588",0,"4,040,588"
Bully,2011/I,"4,038,876",0,"4,038,876"
"""Les aventures de Tom Sawyer""",1968,0,"4,037,982","4,037,982"
Belle de jour,1967,"4,037,017",0,"4,037,017"
Please Give,2010,"4,033,268",0,"4,033,268"
Passed Away,1992,"4,030,793",0,"4,030,793"
Frozen River,2008,"2,508,841","1,520,116","4,028,957"
Irrational Man,2015,"4,027,764",0,"4,027,764"
Buck,2011,"4,023,123",0,"4,023,123"
Zivot je cudo,2004,0,"4,019,617","4,019,617"
Cleaner,2007,0,"4,014,118","4,014,118"
The Anniversary Party,2001,"4,013,506",0,"4,013,506"
Mountains of the Moon,1990,"4,011,793",0,"4,011,793"
My Old Lady,2014,"4,011,530",0,"4,011,530"
Safety Not Guaranteed,2012,"4,010,957",0,"4,010,957"
Short Time,1990,"4,010,647",0,"4,010,647"
Jeepers Creepers 3,2017,"2,235,162","1,773,763","4,008,925"
Tai-Pan,1986,"4,007,250",0,"4,007,250"
The Wild North,1952,"2,111,000","1,896,000","4,007,000"
King's Ransom,2005,"4,006,906",0,"4,006,906"
Idle Hands,1999,"4,002,955",0,"4,002,955"
Kissing a Fool,1998,"4,002,640",0,"4,002,640"
Ladrón que roba a ladrón,2007,"4,002,313",0,"4,002,313"
Zhmurki,2005,0,"4,001,447","4,001,447"
Shame,2011,"4,000,304",0,"4,000,304"
"Gabriella, Gabriella",1970,"4,000,000",0,"4,000,000"
The Agony and the Ecstasy,1965,"4,000,000",0,"4,000,000"
Blood Feast,1963,"4,000,000",0,"4,000,000"
Taras Bulba,1962,"4,000,000",0,"4,000,000"
The Left Hand of God,1955,"4,000,000",0,"4,000,000"
Jailhouse Rock,1957,"4,000,000",0,"4,000,000"
The Sentinel,1977,"4,000,000",0,"4,000,000"
American Ninja 2: The Confrontation,1987,"4,000,000",0,"4,000,000"
Divided We Unite,2012,"4,000,000",0,"4,000,000"
Cat People,1942,"4,000,000",0,"4,000,000"
Ingagi,1930,"4,000,000",0,"4,000,000"
Et Dieu... créa la femme,1956,"4,000,000",0,"4,000,000"
"One, Two, Three",1961,"4,000,000",0,"4,000,000"
Buck Privates,1941,"4,000,000",0,"4,000,000"
The Blob,1958,"4,000,000",0,"4,000,000"
Dillinger,1945,"4,000,000",0,"4,000,000"
Love Is a Many-Splendored Thing,1955,"4,000,000",0,"4,000,000"
Tom and Jerry,2021,"4,000,000",0,"4,000,000"
Sparkle,1976,"4,000,000",0,"4,000,000"
Meet Wally Sparks,1997,"3,999,612",0,"3,999,612"
Westward the Women,1951,"2,640,000","1,356,000","3,996,000"
Gordy,1995,"3,992,809",0,"3,992,809"
P2,2007,"3,992,339",0,"3,992,339"
"Welcome Home, Roxy Carmichael",1990,"3,989,297",0,"3,989,297"
Fluke,1995,"3,987,649",0,"3,987,649"
The Pebble and the Penguin,1995,"3,983,912",0,"3,983,912"
The Winslow Boy,1999,"3,982,777",0,"3,982,777"
One Chance,2013,"89,722","3,892,895","3,982,617"
Choke,2008,"2,926,565","1,055,894","3,982,459"
The Invisible Woman,2013,"1,234,254","2,748,195","3,982,449"
The Adventures of Robin Hood,1938,"3,981,000",0,"3,981,000"
Above and Beyond,1952,"2,647,000","1,333,000","3,980,000"
Coup de foudre,1983,"3,974,975",0,"3,974,975"
Family Camp,2022,"3,973,263",0,"3,973,263"
Ace in the Hole,1951,"3,969,893",0,"3,969,893"
Yip Man: Jung gik yat jin,2013,"37,884","3,929,117","3,967,001"
Bat*21,1988,"3,966,256",0,"3,966,256"
Memories of Me,1988,"3,965,604",0,"3,965,604"
Young @ Heart,2007,"3,964,040",0,"3,964,040"
Loverboy,1989,"3,960,327",0,"3,960,327"
An Inconvenient Sequel: Truth to Power,2017,"3,496,795","463,000","3,959,795"
Playing by Heart,1998,"3,956,212",0,"3,956,212"
Des hommes et des dieux,2010,"3,954,651",0,"3,954,651"
The Phantom of the Opera,1989,"3,953,745",0,"3,953,745"
Tulip Fever,2017,"2,425,664","1,525,498","3,951,162"
Charlie Bartlett,2007,"3,950,294",0,"3,950,294"
La hora cero,2010,0,"3,947,360","3,947,360"
Manon des sources,1986,"3,940,542",0,"3,940,542"
Sleight,2016,"3,930,990",0,"3,930,990"
Caravans,1978,"3,930,501",0,"3,930,501"
Le grand Meaulnes,2006,0,"3,926,276","3,926,276"
My Demon Lover,1987,"3,922,273",0,"3,922,273"
Lone Star,1952,"2,478,000","1,444,000","3,922,000"
Julius Caesar,1953,"2,021,000","1,899,000","3,920,000"
Earth Girls Are Easy,1988,"3,916,303",0,"3,916,303"
"Kimi to, nami ni noretara",2019,"332,432","3,581,663","3,914,095"
Emmanuelle: L'antivierge,1975,0,"3,912,854","3,912,854"
Resurrection,1980,"3,910,019",0,"3,910,019"
The Assassination of Jesse James by the Coward Robert Ford,2007,"3,904,982",0,"3,904,982"
Kabali,2016,"3,903,095",0,"3,903,095"
Warlock: The Armageddon,1993,"3,902,679",0,"3,902,679"
